"n","rdrobust","rdrobust.bias","rdrobust.cr","truth"
1000,0.0855386947867298,0.0455386947867298,1,0.04
1000,0.0787534108267729,0.0387534108267729,1,0.04
1000,0.0582998786302529,0.0182998786302528,1,0.04
1000,0.0565441085536578,0.0165441085536577,1,0.04
1000,0.117298154693618,0.0772981546936184,1,0.04
1000,-0.0151859959013394,-0.0551859959013394,1,0.04
1000,0.0899752470128266,0.0499752470128265,1,0.04
1000,0.059631049319077,0.019631049319077,1,0.04
1000,0.0571297554310992,0.0171297554310992,1,0.04
1000,0.00304821709221192,-0.0369517829077881,1,0.04
1000,0.0244266809433773,-0.0155733190566227,1,0.04
1000,0.0542817437727051,0.0142817437727051,1,0.04
1000,0.0212411054578223,-0.0187588945421777,1,0.04
1000,0.0759275524586189,0.0359275524586189,1,0.04
1000,0.0478453383277344,0.00784533832773437,1,0.04
1000,0.0551760400784456,0.0151760400784455,1,0.04
1000,0.0572895678697438,0.0172895678697438,1,0.04
1000,0.00261444675919709,-0.0373855532408029,1,0.04
1000,0.0324289203866975,-0.0075710796133025,1,0.04
1000,0.0682839055369487,0.0282839055369487,1,0.04
1000,0.075460526951054,0.035460526951054,1,0.04
1000,0.149569583655136,0.109569583655136,0,0.04
1000,0.0218956790791172,-0.0181043209208829,1,0.04
1000,0.0447824169598006,0.00478241695980053,1,0.04
1000,-0.013508355567268,-0.0535083555672681,1,0.04
1000,0.0736829843066393,0.0336829843066393,1,0.04
1000,0.033412362415667,-0.00658763758433301,1,0.04
1000,0.0833122211796994,0.0433122211796994,1,0.04
1000,0.0920081509109311,0.052008150910931,1,0.04
1000,0.112670627896242,0.072670627896242,1,0.04
1000,0.0993621596792025,0.0593621596792024,1,0.04
1000,0.134040658382116,0.0940406583821163,0,0.04
1000,0.0905645959263024,0.0505645959263024,1,0.04
1000,-0.0488328066250766,-0.0888328066250766,0,0.04
1000,0.0777437895737374,0.0377437895737374,1,0.04
1000,0.0593566961329963,0.0193566961329963,1,0.04
1000,0.17894461107008,0.13894461107008,0,0.04
1000,0.0421000494685222,0.00210004946852216,1,0.04
1000,0.0601650956998376,0.0201650956998376,1,0.04
1000,0.101375383182392,0.0613753831823918,1,0.04
1000,0.0976695551327725,0.0576695551327725,1,0.04
1000,0.09612631992006,0.05612631992006,1,0.04
1000,0.0458562535431805,0.00585625354318042,1,0.04
1000,0.0390945469358694,-0.00090545306413059,1,0.04
1000,0.0422501257597772,0.00225012575977712,1,0.04
1000,0.0959737704658165,0.0559737704658164,1,0.04
1000,-0.0350310562319368,-0.0750310562319368,1,0.04
1000,0.102495923104929,0.062495923104929,1,0.04
1000,0.0989945306866862,0.0589945306866861,1,0.04
1000,0.0143753575263992,-0.0256246424736009,1,0.04
1000,-0.0122002829291814,-0.0522002829291814,1,0.04
1000,-0.00229547906067651,-0.0422954790606765,1,0.04
1000,0.100557394922659,0.0605573949226592,1,0.04
1000,0.0265733091807793,-0.0134266908192208,1,0.04
1000,0.0473570345971329,0.00735703459713288,1,0.04
1000,0.0997801514740563,0.0597801514740562,1,0.04
1000,0.08032582048725,0.04032582048725,1,0.04
1000,0.130499840193104,0.0904998401931042,1,0.04
1000,0.0353896270028438,-0.00461037299715628,1,0.04
1000,-0.0209710225623472,-0.0609710225623472,1,0.04
1000,0.0799690810297602,0.0399690810297602,1,0.04
1000,0.115298217643305,0.0752982176433052,1,0.04
1000,0.0611672025656199,0.0211672025656199,1,0.04
1000,0.02537925882577,-0.0146207411742301,1,0.04
1000,0.0925044398458519,0.0525044398458518,1,0.04
1000,0.0591530183750106,0.0191530183750106,1,0.04
1000,0.0859512847852446,0.0459512847852446,1,0.04
1000,0.0834601178948715,0.0434601178948715,1,0.04
1000,0.0366736484285439,-0.00332635157145611,1,0.04
1000,-0.112395629622951,-0.152395629622951,0,0.04
1000,0.0623876279911062,0.0223876279911062,1,0.04
1000,0.0636727674434127,0.0236727674434126,1,0.04
1000,0.0422694869318005,0.00226948693180051,1,0.04
1000,0.0474886269239185,0.0074886269239185,1,0.04
1000,-0.0218062598600383,-0.0618062598600383,1,0.04
1000,0.0394633248093709,-0.000536675190629166,1,0.04
1000,0.0388896341327979,-0.00111036586720215,1,0.04
1000,0.0696990694036183,0.0296990694036182,1,0.04
1000,0.0227319238045336,-0.0172680761954664,1,0.04
1000,0.0757201213465988,0.0357201213465987,1,0.04
1000,0.100689674036771,0.0606896740367706,1,0.04
1000,0.0931343504174736,0.0531343504174736,1,0.04
1000,0.0726542103733742,0.0326542103733741,1,0.04
1000,0.095592854888391,0.0555928548883909,1,0.04
1000,0.0946440376215191,0.054644037621519,1,0.04
1000,0.0301066936613656,-0.00989330633863439,1,0.04
1000,0.0711348073613418,0.0311348073613418,1,0.04
1000,0.0490594714649383,0.00905947146493824,1,0.04
1000,0.120799601257831,0.0807996012578308,0,0.04
1000,0.106025754640401,0.0660257546404011,0,0.04
1000,0.0806484802452672,0.0406484802452671,1,0.04
1000,0.094661121916679,0.0546611219166789,1,0.04
1000,0.0582109485069592,0.0182109485069591,1,0.04
1000,0.0768199545674403,0.0368199545674402,1,0.04
1000,0.0287625511669876,-0.0112374488330125,1,0.04
1000,0.0808796800453158,0.0408796800453157,1,0.04
1000,0.0241052408201626,-0.0158947591798374,1,0.04
1000,0.0912931004681278,0.0512931004681277,1,0.04
1000,0.0455255193555451,0.00552551935554502,1,0.04
1000,0.112252617446832,0.0722526174468323,0,0.04
1000,0.0659175487554193,0.0259175487554193,1,0.04
1000,0.0717954369715532,0.0317954369715532,1,0.04
1000,-0.00301601534751361,-0.0430160153475136,1,0.04
1000,0.0717660054530138,0.0317660054530138,1,0.04
1000,0.132808865613307,0.0928088656133074,0,0.04
1000,0.0246098342155974,-0.0153901657844027,1,0.04
1000,0.0741931911732195,0.0341931911732195,1,0.04
1000,0.0600781793137064,0.0200781793137064,1,0.04
1000,-0.0361615070535132,-0.0761615070535132,1,0.04
1000,0.0161889489208911,-0.023811051079109,1,0.04
1000,-0.0412770291384434,-0.0812770291384435,1,0.04
1000,0.0263558783519828,-0.0136441216480172,1,0.04
1000,0.0929427188105343,0.0529427188105343,1,0.04
1000,0.0487025318898544,0.00870253188985437,1,0.04
1000,0.0213018239425428,-0.0186981760574573,1,0.04
1000,0.06727703619569,0.02727703619569,1,0.04
1000,0.0803782906309999,0.0403782906309998,1,0.04
1000,0.0562403633039666,0.0162403633039666,1,0.04
1000,-0.0468828823598081,-0.0868828823598081,1,0.04
1000,-0.00362836939768285,-0.0436283693976829,1,0.04
1000,0.0188476633638724,-0.0211523366361276,1,0.04
1000,0.0185471918509634,-0.0214528081490366,1,0.04
1000,0.103496507663282,0.0634965076632816,1,0.04
1000,0.0854278755616533,0.0454278755616533,1,0.04
1000,0.103480187194396,0.063480187194396,1,0.04
1000,0.118321924806332,0.0783219248063316,0,0.04
1000,0.0587543598401479,0.0187543598401478,1,0.04
1000,0.0927886593394709,0.0527886593394709,1,0.04
1000,0.0672478401976399,0.0272478401976398,1,0.04
1000,0.0660750439392115,0.0260750439392115,1,0.04
1000,0.0985988953153947,0.0585988953153946,1,0.04
1000,-0.0618839512759732,-0.101883951275973,1,0.04
1000,0.0711920272557497,0.0311920272557497,1,0.04
1000,0.0443838783278332,0.00438387832783316,1,0.04
1000,0.0136545210442923,-0.0263454789557077,1,0.04
1000,0.0602756321666643,0.0202756321666643,1,0.04
1000,-0.064604200562168,-0.104604200562168,0,0.04
1000,0.0689837839187623,0.0289837839187622,1,0.04
1000,0.0730546778142451,0.0330546778142451,1,0.04
1000,0.137562242706245,0.097562242706245,0,0.04
1000,0.0347990439583807,-0.0052009560416193,1,0.04
1000,0.0653000548203388,0.0253000548203388,1,0.04
1000,0.033460856285069,-0.00653914371493103,1,0.04
1000,0.03689399230151,-0.00310600769849001,1,0.04
1000,0.110915244244417,0.0709152442444169,1,0.04
1000,0.103818619601086,0.0638186196010863,0,0.04
1000,0.049282793083821,0.00928279308382096,1,0.04
1000,0.034555250751145,-0.00544474924885507,1,0.04
1000,0.0969668396627885,0.0569668396627885,1,0.04
1000,0.0330432938669093,-0.00695670613309074,1,0.04
1000,0.050491042774126,0.0104910427741259,1,0.04
1000,0.0596587288802188,0.0196587288802188,1,0.04
1000,0.0303304196793781,-0.00966958032062193,1,0.04
1000,0.0529156289753219,0.0129156289753218,1,0.04
1000,0.022585809555408,-0.017414190444592,1,0.04
1000,0.0655673867936887,0.0255673867936886,1,0.04
1000,-0.0164937653848058,-0.0564937653848059,1,0.04
1000,0.0599594898638138,0.0199594898638138,1,0.04
1000,0.017201422817464,-0.0227985771825361,1,0.04
1000,0.106333255559706,0.0663332555597055,1,0.04
1000,0.109718799218773,0.0697187992187728,1,0.04
1000,0.0897797450421216,0.0497797450421216,1,0.04
1000,0.0990197372390975,0.0590197372390975,1,0.04
1000,0.0647941645815255,0.0247941645815255,1,0.04
1000,0.0400967472519317,9.67472519316503e-05,1,0.04
1000,-0.0210862874714534,-0.0610862874714534,1,0.04
1000,0.0861925864946362,0.0461925864946362,1,0.04
1000,0.0935126335800762,0.0535126335800762,1,0.04
1000,0.0831194132381434,0.0431194132381434,1,0.04
1000,0.0111532384406401,-0.0288467615593599,1,0.04
1000,0.0465718920022362,0.00657189200223618,1,0.04
1000,0.087601362658233,0.047601362658233,1,0.04
1000,0.0231445638426596,-0.0168554361573404,1,0.04
1000,-0.0232073088929934,-0.0632073088929934,1,0.04
1000,-0.0151410245081217,-0.0551410245081217,1,0.04
1000,0.0629517288226262,0.0229517288226262,1,0.04
1000,0.0972283675818038,0.0572283675818037,1,0.04
1000,0.0498685993209962,0.00986859932099615,1,0.04
1000,0.00677701917107754,-0.0332229808289225,1,0.04
1000,0.132053433727309,0.0920534337273095,0,0.04
1000,0.00357459125480231,-0.0364254087451977,1,0.04
1000,0.0419218024371394,0.00192180243713935,1,0.04
1000,0.0597329386716858,0.0197329386716858,1,0.04
1000,0.0491627116819394,0.00916271168193938,1,0.04
1000,0.10246779981765,0.06246779981765,1,0.04
1000,-0.0225992917484578,-0.0625992917484578,1,0.04
1000,0.115533176310666,0.0755331763106661,1,0.04
1000,0.132376949888497,0.0923769498884968,0,0.04
1000,0.0818612803837876,0.0418612803837876,1,0.04
1000,0.118802822981705,0.078802822981705,0,0.04
1000,0.0272735812263137,-0.0127264187736863,1,0.04
1000,0.0272686284018926,-0.0127313715981074,1,0.04
1000,0.0726087491710666,0.0326087491710666,1,0.04
1000,0.0216529752673553,-0.0183470247326447,1,0.04
1000,0.0969103054104622,0.0569103054104622,1,0.04
1000,0.108582926140253,0.0685829261402526,1,0.04
1000,0.114411256074946,0.0744112560749458,1,0.04
1000,-0.000685627330141658,-0.0406856273301417,1,0.04
1000,0.0370463103073885,-0.00295368969261156,1,0.04
1000,0.0686783420975614,0.0286783420975614,1,0.04
1000,0.0484046715400035,0.00840467154000346,1,0.04
1000,0.144376679584352,0.104376679584352,0,0.04
1000,0.0698892848111836,0.0298892848111836,1,0.04
1000,-0.0137496737311096,-0.0537496737311096,1,0.04
1000,0.0379558399099686,-0.00204416009003139,1,0.04
1000,-0.0546359020748578,-0.0946359020748578,0,0.04
1000,0.053865026461328,0.0138650264613279,1,0.04
1000,0.0372627567859339,-0.0027372432140661,1,0.04
1000,-0.000766206641444112,-0.0407662066414441,1,0.04
1000,0.0187249572286193,-0.0212750427713807,1,0.04
1000,0.102208468769919,0.0622084687699193,1,0.04
1000,0.0290264531783189,-0.0109735468216812,1,0.04
1000,0.013941374930505,-0.0260586250694951,1,0.04
1000,0.106076524550315,0.0660765245503149,1,0.04
1000,0.0628999112136932,0.0228999112136932,1,0.04
1000,0.072073568347392,0.0320735683473919,1,0.04
1000,0.125073415554164,0.0850734155541637,1,0.04
