"n","rf","rf.bias","rf.cr","rf.se","truth"
1000,0.0907673826234897,-0.0084300790328512,1,0.0341431804629258,0.0991974616563409
1000,0.0533149035129549,-0.0458825581433859,1,0.0275054263234037,0.0991974616563409
1000,0.0931246560673302,-0.00607280558901063,1,0.0373860276535848,0.0991974616563409
1000,0.111951957572965,0.0127544959166246,1,0.0294420002251088,0.0991974616563409
1000,0.0896853270390852,-0.00951213461725564,1,0.0291150033879619,0.0991974616563409
1000,0.104333360431685,0.00513589877534421,1,0.0229578237733172,0.0991974616563409
1000,0.092066648514699,-0.00713081314164182,1,0.0219688267487293,0.0991974616563409
1000,0.0649528242466099,-0.034244637409731,1,0.0238843725278558,0.0991974616563409
1000,0.0167093360641285,-0.0824881255922124,0,0.0373470214816519,0.0991974616563409
1000,0.136009172288771,0.0368117106324297,1,0.0313788891788628,0.0991974616563409
1000,0.101749897967803,0.00255243631146185,1,0.0452990420260325,0.0991974616563409
1000,0.159841254101768,0.0606437924454273,1,0.0381144641627769,0.0991974616563409
1000,0.0938029002139506,-0.00539456144239026,1,0.0237846330044492,0.0991974616563409
1000,0.107676777164085,0.00847931550774428,1,0.034305810698473,0.0991974616563409
1000,0.215304979885341,0.116107518229,0,0.0417028686834269,0.0991974616563409
1000,0.118997157859375,0.0197996962030342,1,0.0316790789159955,0.0991974616563409
1000,0.158050359223114,0.0588528975667729,1,0.032473462848418,0.0991974616563409
1000,0.107440537816434,0.00824307616009279,1,0.0243315458365694,0.0991974616563409
1000,0.157850411820617,0.0586529501642764,1,0.0390505816415613,0.0991974616563409
1000,0.0983858458162475,-0.000811615840093372,1,0.0280599669827269,0.0991974616563409
1000,0.108195123571752,0.00899766191541135,1,0.0320712399877889,0.0991974616563409
1000,0.120373314493903,0.0211758528375622,1,0.0297016415689389,0.0991974616563409
1000,0.12258069411583,0.0233832324594888,1,0.0320260052710419,0.0991974616563409
1000,0.152431943197438,0.0532344815410972,1,0.0338706022286993,0.0991974616563409
1000,0.0868814905805866,-0.0123159710757543,1,0.026136329970807,0.0991974616563409
1000,0.12029479856388,0.0210973369075389,1,0.039651509313505,0.0991974616563409
1000,0.125777059315709,0.0265795976593683,1,0.039229945748861,0.0991974616563409
1000,0.170721595550827,0.0715241338944863,1,0.041141714931643,0.0991974616563409
1000,0.126952336879307,0.0277548752229659,1,0.0505137981561477,0.0991974616563409
1000,0.121441157891682,0.0222436962353409,1,0.0367094878440097,0.0991974616563409
1000,0.0607855563327614,-0.0384119053235794,1,0.0461182162956328,0.0991974616563409
1000,0.134678291255441,0.0354808295991003,1,0.0403549853805212,0.0991974616563409
1000,0.163179652628557,0.0639821909722166,1,0.0343016076358246,0.0991974616563409
1000,0.115534916214197,0.0163374545578559,1,0.023696584184699,0.0991974616563409
1000,0.117760884750087,0.0185634230937462,1,0.0294388239703678,0.0991974616563409
1000,0.148230943576028,0.0490334819196867,1,0.0284995084123893,0.0991974616563409
1000,0.0770273994151382,-0.0221700622412027,1,0.0421771599399016,0.0991974616563409
1000,0.164201272175534,0.0650038105191934,1,0.0340682134658712,0.0991974616563409
1000,0.167069098718055,0.0678716370617144,0,0.0268967776654023,0.0991974616563409
1000,0.0923321121112156,-0.00686534954512524,1,0.0251715991903654,0.0991974616563409
1000,0.110024205328967,0.0108267436726263,1,0.036743659069553,0.0991974616563409
1000,0.109623527891295,0.0104260662349541,1,0.0349732183510061,0.0991974616563409
1000,0.10423936305905,0.00504190140270938,1,0.0320465486832656,0.0991974616563409
1000,0.0833038543660103,-0.0158936072903306,1,0.0233380728748222,0.0991974616563409
1000,0.170451052438403,0.0712535907820618,0,0.0243663541350095,0.0991974616563409
1000,0.0846188052198585,-0.0145786564364824,1,0.0281671828149972,0.0991974616563409
1000,0.114262302310585,0.0150648406542441,1,0.0250471633988904,0.0991974616563409
1000,0.0711205391853175,-0.0280769224710233,1,0.0274676115415346,0.0991974616563409
1000,0.128001114721813,0.0288036530654717,1,0.029064921299089,0.0991974616563409
1000,0.0751451016712484,-0.0240523599850925,1,0.0326856819575291,0.0991974616563409
1000,0.0800117418268815,-0.0191857198294594,1,0.0220618592497375,0.0991974616563409
1000,0.10163212778499,0.00243466612864912,1,0.0358544841044464,0.0991974616563409
1000,0.0649942779368785,-0.0342031837194624,1,0.0301262240506432,0.0991974616563409
1000,0.116645602029243,0.017448140372902,1,0.0272546196273279,0.0991974616563409
1000,0.137326370224815,0.0381289085684742,1,0.0293968016918923,0.0991974616563409
1000,0.140160295498408,0.0409628338420673,1,0.0332130150207438,0.0991974616563409
1000,0.116704753991673,0.0175072923353319,1,0.0274726023547411,0.0991974616563409
1000,0.129480788272685,0.0302833266163439,1,0.0309593008875032,0.0991974616563409
1000,0.0804376882414656,-0.0187597734148753,1,0.0301935677870633,0.0991974616563409
1000,0.0793629283256854,-0.0198345333306555,1,0.0329242586772773,0.0991974616563409
1000,0.093067150526531,-0.00613031112980983,1,0.0232638981801641,0.0991974616563409
1000,0.0967485623768451,-0.00244889927949576,1,0.0220785408583684,0.0991974616563409
1000,0.108141411458675,0.00894394980233454,1,0.0259285621529796,0.0991974616563409
1000,0.161977379737002,0.0627799180806609,1,0.0321308946243787,0.0991974616563409
1000,0.107963235357396,0.00876577370105519,1,0.0337227706422589,0.0991974616563409
1000,0.116752785912993,0.0175553242566518,1,0.035160090338869,0.0991974616563409
1000,0.087278363342914,-0.0119190983134269,1,0.0238125371276509,0.0991974616563409
1000,0.104276949813238,0.00507948815689696,1,0.0281815376607495,0.0991974616563409
1000,0.117459292943322,0.0182618312869812,1,0.0275032417524418,0.0991974616563409
1000,0.139442403500495,0.0402449418441544,1,0.0444099171159925,0.0991974616563409
1000,0.103002438823129,0.00380497716678857,1,0.0299731458744594,0.0991974616563409
1000,0.0845774074809387,-0.0146200541754022,1,0.0280643430499233,0.0991974616563409
1000,0.136111105126971,0.0369136434706304,1,0.0279674297461866,0.0991974616563409
1000,0.0861196032747268,-0.0130778583816141,1,0.0276412359615389,0.0991974616563409
1000,0.104733749071282,0.00553628741494083,1,0.0368689377835063,0.0991974616563409
1000,0.061102405345331,-0.0380950563110098,1,0.0280870764439618,0.0991974616563409
1000,0.0846253031154015,-0.0145721585409394,1,0.0385926571382595,0.0991974616563409
1000,0.0644442175653679,-0.0347532440909729,1,0.0350680323703435,0.0991974616563409
1000,0.123196355830293,0.023998894173952,1,0.0302625323054069,0.0991974616563409
1000,0.10484893804625,0.00565147638990871,1,0.0323888960684178,0.0991974616563409
1000,0.0930310227291091,-0.00616643892723173,1,0.0395174405637316,0.0991974616563409
1000,0.112511523134734,0.0133140614783935,1,0.0265223202031001,0.0991974616563409
1000,0.115248386659117,0.0160509250027758,1,0.0401958518430039,0.0991974616563409
1000,0.108299969877281,0.00910250822093972,1,0.0251165827420742,0.0991974616563409
1000,0.134598553642926,0.0354010919865846,1,0.0363910790696928,0.0991974616563409
1000,0.13343788120328,0.0342404195469396,1,0.0251025721380669,0.0991974616563409
1000,0.143748932660946,0.0445514710046047,1,0.0382661016434133,0.0991974616563409
1000,0.0534220352483014,-0.0457754264080395,1,0.0331850269925132,0.0991974616563409
1000,0.134151733184327,0.0349542715279865,1,0.035292283031147,0.0991974616563409
1000,0.142286413607485,0.0430889519511443,1,0.0324230079795769,0.0991974616563409
1000,0.1622444499456,0.0630469882892591,1,0.0435846387711648,0.0991974616563409
1000,0.083157987769143,-0.0160394738871979,1,0.0282671570206381,0.0991974616563409
1000,0.156099159898002,0.0569016982416616,0,0.0285681228975702,0.0991974616563409
1000,0.122571890820075,0.0233744291637343,1,0.0300724016252731,0.0991974616563409
1000,0.109017812605869,0.00982035094952854,1,0.0247872233892084,0.0991974616563409
1000,0.111909032480919,0.0127115708245777,1,0.051012734792882,0.0991974616563409
1000,0.141490108393051,0.0422926467367101,1,0.0374636404327547,0.0991974616563409
1000,0.161826978927815,0.062629517271474,1,0.0379959433672921,0.0991974616563409
1000,0.118253359482353,0.0190558978260117,1,0.0279381419231398,0.0991974616563409
1000,0.134508796068957,0.0353113344126158,1,0.0353803113871564,0.0991974616563409
1000,0.201279480666034,0.102082019009693,0,0.0361345084226391,0.0991974616563409
1000,0.101891976230559,0.00269451457421793,1,0.0325602060527671,0.0991974616563409
1000,0.107092125601968,0.00789466394562677,1,0.0301532183801206,0.0991974616563409
1000,0.137100520489913,0.0379030588335724,1,0.0282322483064379,0.0991974616563409
1000,0.0888421637115374,-0.0103552979448034,1,0.0327148980869667,0.0991974616563409
1000,0.11254554436396,0.0133480827076194,1,0.0193136803915024,0.0991974616563409
1000,0.0995199325918473,0.000322470935506469,1,0.0321013682702444,0.0991974616563409
1000,0.0908687427274867,-0.00832871892885412,1,0.0218569275454493,0.0991974616563409
1000,0.112478423962972,0.0132809623066309,1,0.0482571644126133,0.0991974616563409
1000,0.101048452837793,0.00185099118145216,1,0.0339641867401942,0.0991974616563409
1000,0.130302395384826,0.0311049337284851,1,0.0228558745661186,0.0991974616563409
1000,0.137103778647036,0.0379063169906953,1,0.0417015180391678,0.0991974616563409
1000,0.147412048008835,0.0482145863524938,1,0.0379700961590453,0.0991974616563409
1000,0.107021349351334,0.00782388769499348,1,0.0517717180543279,0.0991974616563409
1000,0.171155029299423,0.0719575676430826,1,0.0383020225480876,0.0991974616563409
1000,0.160882627017159,0.061685165360818,1,0.0341232072992373,0.0991974616563409
1000,0.116171750863323,0.0169742892069822,1,0.0318120254960493,0.0991974616563409
1000,0.119681949126872,0.0204844874705316,1,0.0404715877608673,0.0991974616563409
1000,0.0864381839417431,-0.0127592777145978,1,0.0229599203154591,0.0991974616563409
1000,0.15097465291656,0.0517771912602188,1,0.0304078028290115,0.0991974616563409
1000,0.0875794753672191,-0.0116179862891218,1,0.0314405540823329,0.0991974616563409
1000,0.141931928828408,0.0427344671720672,1,0.0257469991153915,0.0991974616563409
1000,0.0678026149131046,-0.0313948467432362,1,0.0311139820256554,0.0991974616563409
1000,0.0907668368408545,-0.00843062481548634,1,0.0305651265664197,0.0991974616563409
1000,0.096049765272486,-0.00314769638385487,1,0.0206529311062149,0.0991974616563409
1000,0.138339528815494,0.0391420671591533,1,0.0323442615115235,0.0991974616563409
1000,0.080972372945087,-0.0182250887112539,1,0.0268126238106589,0.0991974616563409
1000,0.0564940107700475,-0.0427034508862934,1,0.028919942802345,0.0991974616563409
1000,0.175302606826558,0.0761051451702168,0,0.0335841915637091,0.0991974616563409
1000,0.0908589975228734,-0.0083384641334675,1,0.0278786515674313,0.0991974616563409
1000,0.0711758503608214,-0.0280216112955194,1,0.0426428107793639,0.0991974616563409
1000,0.0890142523669323,-0.0101832092894086,1,0.0331464224760412,0.0991974616563409
1000,0.05202931024848,-0.0471681514078608,1,0.0257058783316896,0.0991974616563409
1000,0.0869046396092863,-0.0122928220470545,1,0.0379290213121546,0.0991974616563409
1000,0.0976109774550646,-0.00158648420127627,1,0.0311321813889438,0.0991974616563409
