"n","optrdd","optrdd.bias","optrdd.cr","truth"
1000,-0.0563990526458324,-0.0187704001764387,1,-0.0376286524693937
1000,0.0593317851774725,0.0969604376468662,1,-0.0376286524693937
1000,0.0397833838318332,0.0774120363012269,1,-0.0376286524693937
1000,-0.0825882660859953,-0.0449596136166016,1,-0.0376286524693937
1000,0.0450781386567631,0.0827067911261568,1,-0.0376286524693937
1000,-0.00471171166705675,0.032916940802337,1,-0.0376286524693937
1000,0.0843472927253772,0.121975945194771,1,-0.0376286524693937
1000,-0.0638102747929257,-0.026181622323532,1,-0.0376286524693937
1000,-0.100513045179535,-0.0628843927101408,1,-0.0376286524693937
1000,0.284512533414587,0.32214118588398,0,-0.0376286524693937
1000,-0.0195827728042486,0.0180458796651451,1,-0.0376286524693937
1000,0.214978792570875,0.252607445040269,1,-0.0376286524693937
1000,-0.212885633524829,-0.175256981055436,1,-0.0376286524693937
1000,-0.0497138084763103,-0.0120851560069166,1,-0.0376286524693937
1000,-0.10614744684494,-0.0685187943755466,1,-0.0376286524693937
1000,-0.0100168944506837,0.02761175801871,1,-0.0376286524693937
1000,-0.0440634660163858,-0.0064348135469921,1,-0.0376286524693937
1000,-0.17440001467475,-0.136771362205356,1,-0.0376286524693937
1000,-0.304219720065515,-0.266591067596121,1,-0.0376286524693937
1000,-0.0820223333144195,-0.0443936808450257,1,-0.0376286524693937
1000,-0.210738547620918,-0.173109895151524,1,-0.0376286524693937
1000,-0.0779216032696841,-0.0402929508002904,1,-0.0376286524693937
1000,-0.0883033956442763,-0.0506747431748826,1,-0.0376286524693937
1000,-0.125545657572644,-0.0879170051032505,1,-0.0376286524693937
1000,-0.0961197263133917,-0.058491073843998,1,-0.0376286524693937
1000,-0.0213200903402415,0.0163085621291522,1,-0.0376286524693937
1000,-0.131296188760905,-0.0936675362915115,1,-0.0376286524693937
1000,0.0553037926991643,0.0929324451685581,1,-0.0376286524693937
1000,0.0789262666243353,0.116554919093729,1,-0.0376286524693937
1000,-0.0648498981745633,-0.0272212457051696,1,-0.0376286524693937
1000,-0.481824579753631,-0.444195927284237,0,-0.0376286524693937
1000,-0.154703960095664,-0.11707530762627,1,-0.0376286524693937
1000,-0.0776226982068559,-0.0399940457374622,1,-0.0376286524693937
1000,0.0412014808477715,0.0788301333171653,1,-0.0376286524693937
1000,0.0891980412165787,0.126826693685972,1,-0.0376286524693937
1000,0.0547669832021216,0.0923956356715153,1,-0.0376286524693937
1000,-0.176948821684949,-0.139320169215556,1,-0.0376286524693937
1000,-0.00616269198003796,0.0314659604893558,1,-0.0376286524693937
1000,0.0930199620031855,0.130648614472579,1,-0.0376286524693937
1000,-0.0628914580501581,-0.0252628055807644,1,-0.0376286524693937
1000,0.073747138313659,0.111375790783053,1,-0.0376286524693937
1000,-0.302090530567622,-0.264461878098229,1,-0.0376286524693937
1000,-0.000962666946619008,0.0366659855227747,1,-0.0376286524693937
1000,-0.0470459821998458,-0.00941732973045204,1,-0.0376286524693937
1000,0.0517761635099918,0.0894048159793856,1,-0.0376286524693937
1000,-0.189932451201102,-0.152303798731708,1,-0.0376286524693937
1000,-0.0952253591998276,-0.0575967067304339,1,-0.0376286524693937
1000,-0.211056482479457,-0.173427830010063,1,-0.0376286524693937
1000,0.157159887598646,0.19478854006804,1,-0.0376286524693937
1000,-0.0855007906791271,-0.0478721382097334,1,-0.0376286524693937
1000,0.1044362154476,0.142064867916994,1,-0.0376286524693937
1000,0.0740264544131049,0.111655106882499,1,-0.0376286524693937
1000,-0.0584812414787626,-0.0208525890093689,1,-0.0376286524693937
1000,-0.0675370330886746,-0.0299083806192809,1,-0.0376286524693937
