"n","rdrobust","rdrobust.bias","rdrobust.cr","rdrobust.se","truth"
1000,-4.32095152877349,-5.40896475823247,1,8.73045262862245,1.08801322945898
1000,-1.48586949268972,-2.5738827221487,1,7.18346545365767,1.08801322945898
1000,1.99213237619705,0.904119146738068,1,7.15539349778411,1.08801322945898
1000,0.981244564567078,-0.106768664891902,1,6.16479108661372,1.08801322945898
1000,0.0914103236574135,-0.996602905801566,1,9.20931935336758,1.08801322945898
1000,-1.42593621933312,-2.5139494487921,1,7.96983685680236,1.08801322945898
1000,0.201601810576591,-0.886411418882389,1,8.25285981069537,1.08801322945898
1000,4.12781339852424,3.03980016906526,1,6.15628077953819,1.08801322945898
1000,4.77674137549238,3.6887281460334,1,11.2348465020288,1.08801322945898
1000,-13.2886052605309,-14.3766184899899,1,9.04153061627563,1.08801322945898
1000,5.73377140123043,4.64575817177145,1,10.991851114124,1.08801322945898
1000,-10.830852116344,-11.918865345803,1,8.44858501056487,1.08801322945898
1000,16.8525264027122,15.7645131732532,1,8.29148857214062,1.08801322945898
1000,10.9269958389699,9.83898260951095,1,11.1154169541014,1.08801322945898
1000,9.20948108155613,8.12146785209715,1,9.32466469816553,1.08801322945898
1000,1.97769801913182,0.889684789672842,1,15.099635193541,1.08801322945898
1000,13.8858163700334,12.7978031405744,1,11.6961212274619,1.08801322945898
1000,-6.83106775795244,-7.91908098741142,1,6.64094194813867,1.08801322945898
1000,5.25964562943423,4.17163239997525,1,9.13756382229641,1.08801322945898
1000,-13.4191147114359,-14.5071279408948,1,8.36288423923481,1.08801322945898
1000,13.7799980532016,12.6919848237427,1,8.05892756330937,1.08801322945898
1000,7.64539985206096,6.55738662260198,1,7.9527528379774,1.08801322945898
1000,11.6055294424265,10.5175162129675,1,14.0802067958051,1.08801322945898
1000,-1.2278823957522,-2.31589562521118,1,9.73548319640309,1.08801322945898
1000,15.268411916697,14.1803986872381,1,10.6152359721067,1.08801322945898
1000,8.05479055976249,6.96677733030351,1,10.3847345815237,1.08801322945898
1000,-2.58523530604333,-3.67324853550231,1,7.3825577838205,1.08801322945898
1000,0.973169633866235,-0.114843595592745,1,9.49482296884479,1.08801322945898
1000,-26.9509456114451,-28.0389588409041,0,11.29825723543,1.08801322945898
1000,9.7688127773539,8.68079954789492,1,8.05532683766627,1.08801322945898
1000,9.67922690044958,8.5912136709906,1,10.1256540741541,1.08801322945898
1000,-3.44369563945244,-4.53170886891142,1,8.95012767251177,1.08801322945898
1000,-7.13973643503888,-8.22774966449786,1,9.02293033499074,1.08801322945898
1000,19.2481107740232,18.1600975445643,1,11.0642029749464,1.08801322945898
1000,-8.09959573814399,-9.18760896760297,1,13.917202269625,1.08801322945898
1000,-9.70093286814023,-10.7889460975992,1,10.2137038856522,1.08801322945898
1000,8.09575316284392,7.00773993338494,1,11.4053775278184,1.08801322945898
1000,13.2480279177499,12.1600146882909,1,6.80344226324785,1.08801322945898
1000,-1.88962043177648,-2.97763366123546,1,10.243923467109,1.08801322945898
1000,-6.36911500609108,-7.45712823555006,1,6.82630047259717,1.08801322945898
1000,-5.30041655453891,-6.38842978399789,1,12.412480920492,1.08801322945898
1000,2.2138942765524,1.12588104709342,1,10.0225687346461,1.08801322945898
1000,6.12292803036158,5.0349148009026,1,7.63502413052798,1.08801322945898
1000,8.46644779258307,7.37843456312409,1,11.1709109912064,1.08801322945898
1000,-1.43522314593849,-2.52323637539747,1,12.9193036531357,1.08801322945898
1000,12.3889140189286,11.3009007894696,1,10.5287410828118,1.08801322945898
1000,7.4571155480715,6.36910231861252,1,7.96257365433529,1.08801322945898
1000,40.0663923531888,38.9783791237298,0,13.7739811602972,1.08801322945898
1000,-12.2958341693017,-13.3838473987606,1,8.96952940746219,1.08801322945898
1000,-16.9549329723402,-18.0429462017992,0,7.58736725426828,1.08801322945898
1000,6.6767214458699,5.58870821641092,1,11.6093189967191,1.08801322945898
1000,-0.937556989635567,-2.02557021909455,1,8.99340465401641,1.08801322945898
1000,-18.7190048169516,-19.8070180464105,0,8.71853009360743,1.08801322945898
1000,-4.0227745991308,-5.11078782858978,1,9.57270792844863,1.08801322945898
1000,-5.78237768085052,-6.8703909103095,1,10.7600685257583,1.08801322945898
1000,12.9653418080044,11.8773285785455,1,6.88240316631926,1.08801322945898
1000,1.93654637772104,0.848533148262064,1,7.30856762942761,1.08801322945898
1000,12.0292751845028,10.9412619550438,1,9.57401471720777,1.08801322945898
1000,1.03287143476493,-0.0551417946940518,1,9.95607764489891,1.08801322945898
1000,8.12236847618638,7.0343552467274,1,7.23223612609402,1.08801322945898
1000,0.780692260620555,-0.307320968838425,1,8.14963580923357,1.08801322945898
1000,5.09487968070249,4.00686645124351,1,9.85949025193637,1.08801322945898
1000,-0.195227141106756,-1.28324037056574,1,10.6931971742038,1.08801322945898
1000,5.46814861107939,4.38013538162041,1,7.90218785115116,1.08801322945898
1000,-4.13764752551302,-5.225660754972,1,6.64314854400522,1.08801322945898
1000,-11.4497623229015,-12.5377755523605,1,12.2454678754088,1.08801322945898
1000,28.7978173583604,27.7098041289015,0,13.0238613055815,1.08801322945898
1000,2.63357187531079,1.54555864585181,1,6.50374922344331,1.08801322945898
1000,20.3844266140727,19.2964133846137,0,8.08677731680877,1.08801322945898
1000,20.3215415270668,19.2335282976078,0,8.54691501601985,1.08801322945898
1000,-0.964665153949994,-2.05267838340897,1,8.71453567479788,1.08801322945898
1000,1.65156022071005,0.563546991251073,1,7.82219876378582,1.08801322945898
1000,-3.47070958799529,-4.55872281745427,1,9.34838944610768,1.08801322945898
1000,-37.1436241575311,-38.2316373869901,0,16.9188379259082,1.08801322945898
1000,-8.23365160131323,-9.32166483077221,1,8.32478701826449,1.08801322945898
1000,0.643306910192848,-0.444706319266132,1,8.23712145102715,1.08801322945898
1000,6.79122537475394,5.70321214529496,1,6.37775548970701,1.08801322945898
1000,-2.74360322531322,-3.8316164547722,1,8.77451593386936,1.08801322945898
1000,2.18805074958783,1.10003752012885,1,7.91457181631924,1.08801322945898
1000,-3.3627591852773,-4.45077241473628,1,10.769320724244,1.08801322945898
1000,-0.685056966540429,-1.77307019599941,1,8.67852113073514,1.08801322945898
1000,9.88661642624729,8.79860319678831,1,8.18083524216982,1.08801322945898
1000,7.90572846502664,6.81771523556766,1,13.088891276575,1.08801322945898
1000,11.2708934154826,10.1828801860237,1,12.5566704579725,1.08801322945898
1000,-12.2853773637844,-13.3733905932434,1,7.74900480234211,1.08801322945898
1000,0.103278595785497,-0.984734633673483,1,7.49294418007029,1.08801322945898
1000,-3.83828976450434,-4.92630299396332,1,7.79033368080353,1.08801322945898
1000,-2.90334292396915,-3.99135615342813,1,7.27619544523156,1.08801322945898
1000,12.5561666394562,11.4681534099972,1,10.4914921779875,1.08801322945898
1000,6.98174660647612,5.89373337701714,1,8.0945658437736,1.08801322945898
1000,18.2927052370493,17.2046920075903,1,10.0545748873714,1.08801322945898
1000,12.1583276225573,11.0703143930983,1,8.34932081948262,1.08801322945898
1000,7.93388782131603,6.84587459185705,1,8.07291190807306,1.08801322945898
1000,-17.3068991202528,-18.3949123497118,1,12.4410291758454,1.08801322945898
1000,2.75877641804115,1.67076318858217,1,8.74912344864759,1.08801322945898
1000,-6.58624861635681,-7.67426184581579,1,6.23271012014465,1.08801322945898
1000,6.51223409135972,5.42422086190074,1,7.5455621047107,1.08801322945898
1000,-2.63685056861101,-3.72486379806999,1,7.04212456202886,1.08801322945898
1000,-9.32751148265496,-10.4155247121139,1,8.71336894933646,1.08801322945898
1000,14.6174389484861,13.5294257190271,1,7.49336435460663,1.08801322945898
1000,-18.1226181200369,-19.2106313494958,1,16.2451697742097,1.08801322945898
1000,-2.72381977147,-3.81183300092898,1,7.01338623103842,1.08801322945898
1000,1.77850116770398,0.690487938244999,1,11.1347980997283,1.08801322945898
1000,20.1216584351799,19.0336452057209,0,5.95436253348815,1.08801322945898
1000,14.663093064437,13.5750798349781,1,12.6514715580994,1.08801322945898
1000,5.39481341315081,4.30680018369183,1,7.77390129609088,1.08801322945898
1000,-0.387737336154174,-1.47575056561315,1,12.9088340855731,1.08801322945898
1000,-1.45223024697475,-2.54024347643373,1,9.26369439492835,1.08801322945898
1000,15.7863444136694,14.6983311842105,1,10.6408687595193,1.08801322945898
1000,-4.9057805944492,-5.99379382390818,1,7.6397246192946,1.08801322945898
1000,6.19821996974892,5.11020674028994,1,7.29535091786996,1.08801322945898
1000,-19.0452271504053,-20.1332403798642,1,11.4908217276045,1.08801322945898
1000,-8.94952060229355,-10.0375338317525,1,10.7648191940538,1.08801322945898
1000,-0.410976509734624,-1.4989897391936,1,7.52372933651639,1.08801322945898
1000,-1.75668303915563,-2.84469626861461,1,14.2378458647744,1.08801322945898
1000,-22.6571776992253,-23.7451909286843,0,9.12267829062793,1.08801322945898
1000,-6.39903053446179,-7.48704376392077,1,8.07674513519363,1.08801322945898
1000,1.33831274759768,0.250299518138704,1,8.4301621220072,1.08801322945898
1000,2.00145330938082,0.913440079921841,1,7.5869270670911,1.08801322945898
1000,3.12844560015358,2.0404323706946,1,6.42487112969825,1.08801322945898
1000,-0.528708138632055,-1.61672136809104,1,7.09344356847078,1.08801322945898
1000,-10.0195877091336,-11.1076009385926,1,12.6206539253607,1.08801322945898
1000,-3.99606873512553,-5.08408196458451,1,7.19994662814404,1.08801322945898
1000,-6.60253437685878,-7.69054760631776,1,6.46456236153452,1.08801322945898
1000,9.77112718086272,8.68311395140374,1,8.62537710968431,1.08801322945898
1000,8.2868140493016,7.19880081984262,1,6.83184309090389,1.08801322945898
1000,4.34101426377009,3.25300103431111,1,11.0876961363287,1.08801322945898
1000,9.13102912524374,8.04301589578476,1,11.2208586856947,1.08801322945898
1000,1.48254651910955,0.394533289650568,1,9.98556509521061,1.08801322945898
1000,5.63365398317652,4.54564075371754,1,12.2600136949737,1.08801322945898
1000,4.37821529840838,3.2902020689494,1,11.6759829011481,1.08801322945898
1000,-3.50149214256291,-4.58950537202189,1,8.14927185935973,1.08801322945898
1000,-17.9331080796488,-19.0211213091078,1,11.5033301950733,1.08801322945898
1000,-8.24696633414027,-9.33497956359925,1,10.3023540400082,1.08801322945898
1000,13.1639458570959,12.0759326276369,1,11.9786324235182,1.08801322945898
1000,8.79940756945314,7.71139433999416,1,15.1709106009435,1.08801322945898
1000,2.33280005122919,1.24478682177021,1,10.3853644387912,1.08801322945898
1000,1.632704486428,0.544691256969017,1,7.08055317004708,1.08801322945898
1000,-6.74927476544821,-7.83728799490719,1,12.3710979595601,1.08801322945898
1000,-0.217775282504874,-1.30578851196385,1,10.3273922141477,1.08801322945898
1000,-3.65511269161624,-4.74312592107522,1,8.47488686078266,1.08801322945898
1000,2.45846893715861,1.37045570769963,1,6.4775032888377,1.08801322945898
1000,11.9515069643386,10.8634937348796,1,7.32483482062639,1.08801322945898
1000,6.39720551675688,5.3091922872979,1,9.60317387311583,1.08801322945898
1000,0.0839080359998547,-1.00410519345913,1,10.7067672516927,1.08801322945898
1000,-17.2420908723343,-18.3301041017933,1,12.0818466146223,1.08801322945898
1000,4.15000544587838,3.0619922164194,1,6.59060802482965,1.08801322945898
1000,-7.80087097311176,-8.88888420257074,1,6.817489432172,1.08801322945898
1000,0.778417143364067,-0.309596086094913,1,7.00522939875645,1.08801322945898
1000,10.9861617358291,9.89814850637013,1,8.54701651117223,1.08801322945898
1000,-3.94200256131361,-5.03001579077259,1,7.44024232844233,1.08801322945898
1000,7.16858429071019,6.08057106125121,1,11.4097694771508,1.08801322945898
1000,-4.26305669163094,-5.35106992108992,1,6.8014629157821,1.08801322945898
1000,-6.95025467188992,-8.0382679013489,1,14.1310713149338,1.08801322945898
1000,3.32667881250353,2.23866558304455,1,9.08246596240237,1.08801322945898
1000,17.9740124949136,16.8859992654546,1,11.5007786505734,1.08801322945898
1000,3.25373406829596,2.16572083883698,1,7.07350272170167,1.08801322945898
1000,-11.8859165092358,-12.9739297386947,1,10.6447017798611,1.08801322945898
1000,-11.1936740177497,-12.2816872472087,1,10.789241103021,1.08801322945898
1000,-0.561517807198868,-1.64953103665785,1,8.53942393328483,1.08801322945898
1000,6.15719754328438,5.0691843138254,1,8.07891816845904,1.08801322945898
1000,-2.5125313447854,-3.60054457424438,1,7.83504320738643,1.08801322945898
1000,1.06351856735,-0.0244946621089781,1,8.6104603275416,1.08801322945898
1000,1.20486287323587,0.116849643776888,1,10.6218743013648,1.08801322945898
1000,8.82872691917089,7.74071368971191,1,12.2364814236913,1.08801322945898
1000,-4.40314155518431,-5.49115478464329,1,10.7751833400815,1.08801322945898
1000,6.78476998991744,5.69675676045846,1,7.18669207816386,1.08801322945898
1000,4.25077495558884,3.16276172612986,1,7.30803051548428,1.08801322945898
1000,-12.588785593578,-13.676798823037,1,12.1128661422583,1.08801322945898
1000,-21.8265070944356,-22.9145203238946,0,9.97109389795243,1.08801322945898
1000,-46.850968833967,-47.938982063426,0,17.1320311275889,1.08801322945898
1000,-21.2879491462533,-22.3759623757123,0,8.47016012078591,1.08801322945898
1000,-3.88065684144982,-4.9686700709088,1,8.56123572559925,1.08801322945898
1000,-1.733179443745,-2.82119267320398,1,8.64936302272697,1.08801322945898
1000,-9.89955477493203,-10.987568004391,1,6.58964415437382,1.08801322945898
1000,5.22621063934747,4.13819740988849,1,7.61192406733051,1.08801322945898
1000,-5.86802022429373,-6.95603345375271,1,7.65917382039212,1.08801322945898
1000,10.7378733420167,9.6498601125577,1,7.64465326637715,1.08801322945898
1000,-2.49345799258398,-3.58147122204296,1,11.1813783501531,1.08801322945898
1000,-22.082536657032,-23.1705498864909,0,10.2433446665659,1.08801322945898
1000,-3.85305704492356,-4.94107027438254,1,9.34625918322518,1.08801322945898
1000,9.48946578749016,8.40145255803118,1,11.3313586602441,1.08801322945898
1000,4.14818077771443,3.06016754825545,1,8.22276215613662,1.08801322945898
1000,0.0856366509394206,-1.00237657851956,1,12.1071841486656,1.08801322945898
1000,-26.2121192058213,-27.3001324352803,0,7.94493590757171,1.08801322945898
1000,-12.291962924913,-13.379976154372,1,9.38376553098312,1.08801322945898
1000,-9.76084477970846,-10.8488580091674,1,9.67388922539183,1.08801322945898
1000,3.23680160765269,2.14878837819371,1,9.47996511437946,1.08801322945898
1000,-8.44150487143702,-9.529518100896,1,9.56203286365429,1.08801322945898
1000,13.8017933257173,12.7137800962584,1,11.4142916451817,1.08801322945898
1000,-30.540827493139,-31.628840722598,0,12.8136881871988,1.08801322945898
1000,-7.66179916296369,-8.74981239242267,1,9.69282867251344,1.08801322945898
1000,-4.58751273902843,-5.67552596848741,1,8.54213733343372,1.08801322945898
1000,-8.00149651176835,-9.08950974122733,1,7.53730520002899,1.08801322945898
1000,-4.9619417005064,-6.04995492996538,1,7.28810472041852,1.08801322945898
1000,3.15201422648551,2.06400099702653,1,7.82336575705305,1.08801322945898
1000,-1.88165670804278,-2.96966993750176,1,12.4319377724684,1.08801322945898
1000,-7.80449413406549,-8.89250736352447,1,12.2274387715492,1.08801322945898
1000,-9.39380797268626,-10.4818212021452,1,12.1296048952855,1.08801322945898
1000,-2.8951014147344,-3.98311464419338,1,8.93395995621319,1.08801322945898
1000,2.47993446664387,1.39192123718489,1,8.56030974712431,1.08801322945898
1000,26.4283684871341,25.3403552576751,0,12.4949319415533,1.08801322945898
1000,-14.8845429351969,-15.9725561646559,1,8.55358299296872,1.08801322945898
1000,-4.94835564324183,-6.03636887270081,1,6.94995059396114,1.08801322945898
1000,-10.4743143109488,-11.5623275404077,1,9.02253095268478,1.08801322945898
1000,-6.85681829984208,-7.94483152930106,1,7.97911042190918,1.08801322945898
1000,-5.49472752268051,-6.58274075213949,1,11.6943462226165,1.08801322945898
1000,-1.26120574346774,-2.34921897292672,1,8.63445591169187,1.08801322945898
1000,11.1701413081832,10.0821280787242,1,7.85429663418894,1.08801322945898
1000,-19.4764184100819,-20.5644316395409,0,8.16201636589329,1.08801322945898
1000,-4.99613580925083,-6.08414903870981,1,8.65091878307528,1.08801322945898
1000,-4.5260577855484,-5.61407101500738,1,9.28296796966369,1.08801322945898
1000,8.67772196958822,7.58970874012924,1,8.32670542554573,1.08801322945898
1000,-3.91849012257194,-5.00650335203092,1,9.88220611224114,1.08801322945898
1000,-3.2491889477574,-4.33720217721638,1,9.43804912377149,1.08801322945898
1000,3.80723117718244,2.71921794772346,1,8.97254902800748,1.08801322945898
1000,18.9423232748166,17.8543100453576,1,12.2588792798604,1.08801322945898
1000,9.0877110372777,7.99969780781872,1,7.74707827505764,1.08801322945898
1000,-3.84992640365166,-4.93793963311064,1,9.38556008238256,1.08801322945898
1000,6.13857587502622,5.05056264556724,1,10.1639838007643,1.08801322945898
1000,20.4822604609226,19.3942472314637,1,22.9002908414619,1.08801322945898
1000,17.4434380415951,16.3554248121361,0,7.51177431468574,1.08801322945898
1000,11.9084095243354,10.8203962948764,1,6.79530479257612,1.08801322945898
1000,5.81769368915852,4.72968045969954,1,6.45130407168231,1.08801322945898
1000,3.15752557274035,2.06951234328137,1,8.93218808154487,1.08801322945898
1000,1.34776125742812,0.259748027969138,1,9.62838586045184,1.08801322945898
1000,-11.7534993383625,-12.8415125678215,1,11.2560460823084,1.08801322945898
1000,4.09197301574983,3.00395978629085,1,6.36081811742061,1.08801322945898
1000,-8.9848883390604,-10.0729015685194,1,7.59121335481168,1.08801322945898
1000,-8.6568959356263,-9.74490916508528,1,7.21027425845999,1.08801322945898
1000,10.0367897359591,8.9487765065001,1,8.02407507832635,1.08801322945898
1000,30.8781160227733,29.7901027933143,0,14.5053155001953,1.08801322945898
1000,-9.45483688639558,-10.5428501158546,1,10.7850426851268,1.08801322945898
1000,6.24692835483935,5.15891512538037,1,7.35022097459747,1.08801322945898
1000,4.01567404764668,2.9276608181877,1,7.8717283698747,1.08801322945898
1000,14.4713551382063,13.3833419087474,1,10.3584742433239,1.08801322945898
1000,-0.555076954778684,-1.64309018423766,1,9.35862232406177,1.08801322945898
1000,8.94509747404692,7.85708424458794,1,8.82479851196525,1.08801322945898
1000,6.35611703710359,5.26810380764461,1,6.88502586385656,1.08801322945898
1000,-29.0794275727705,-30.1674408022295,0,14.5757519003086,1.08801322945898
1000,22.5708573409104,21.4828441114514,0,10.3460666736701,1.08801322945898
1000,-6.04349202898732,-7.1315052584463,1,8.6843524117918,1.08801322945898
1000,1.2062652275217,0.118251998062718,1,7.98295743369588,1.08801322945898
1000,14.3434748949047,13.2554616654457,1,11.103159512981,1.08801322945898
1000,-0.712592352035898,-1.80060558149488,1,8.64648423357077,1.08801322945898
1000,-3.64839402928612,-4.7364072587451,1,10.3573340013035,1.08801322945898
1000,13.2191216097921,12.1311083803331,1,8.68193652203479,1.08801322945898
1000,-8.15161685864695,-9.23963008810593,1,9.56496937403826,1.08801322945898
1000,-28.9324542233446,-30.0204674528035,1,16.1866936775474,1.08801322945898
1000,7.67256337469826,6.58455014523928,1,8.50355872168137,1.08801322945898
1000,24.6484969067336,23.5604836772746,1,15.0668323890919,1.08801322945898
1000,3.94524697798892,2.85723374852994,1,8.85985604473882,1.08801322945898
1000,4.65108154754711,3.56306831808813,1,7.59572473341829,1.08801322945898
1000,1.82047016511419,0.732456935655208,1,7.29347924929377,1.08801322945898
1000,-0.618283222642191,-1.70629645210117,1,6.17908456362588,1.08801322945898
