"n","llf","llf.bias","llf.cr","llf.se","truth"
1000,-0.879094487451042,-1.96710771709856,1,4.46488480128441,1.08801322964752
1000,-0.154918040019481,-1.242931269667,1,3.60083511915637,1.08801322964752
1000,-0.53525662644936,-1.62326985609688,1,4.11025963129981,1.08801322964752
1000,4.34964262917804,3.26162939953051,1,2.57998851921626,1.08801322964752
1000,2.03237175461354,0.94435852496602,1,4.26740015323525,1.08801322964752
1000,-2.8578202148985,-3.94583344454602,1,3.27808915767775,1.08801322964752
1000,3.49798512401718,2.40997189436965,1,3.32354127657427,1.08801322964752
1000,1.46550760134318,0.377494371695661,1,3.10877200018192,1.08801322964752
1000,3.74739124561971,2.65937801597219,1,3.40517475121546,1.08801322964752
1000,-2.86342157157934,-3.95143480122687,1,4.77486200028308,1.08801322964752
1000,-2.04231517571714,-3.13032840536466,1,3.72537070887198,1.08801322964752
1000,2.7818301598862,1.69381693023868,1,3.34284624296255,1.08801322964752
1000,5.47332123602592,4.3853080063784,1,7.01761365314232,1.08801322964752
1000,-2.54048508841267,-3.6284983180602,1,4.42881291565781,1.08801322964752
1000,2.2535620215472,1.16554879189968,1,3.59828702445176,1.08801322964752
1000,0.241762664443421,-0.846250565204102,1,6.00077705536843,1.08801322964752
1000,-1.66390065009677,-2.75191387974429,1,2.67459244518071,1.08801322964752
1000,-1.53769897327516,-2.62571220292268,1,3.69131999730358,1.08801322964752
1000,-0.768277824621741,-1.85629105426926,1,4.33173185526161,1.08801322964752
1000,0.425277376875826,-0.662735852771696,1,3.00371953823723,1.08801322964752
1000,-0.756616045641529,-1.84462927528905,1,4.73036889921535,1.08801322964752
1000,8.64138558840619,7.55337235875867,0,3.48774073394868,1.08801322964752
1000,-2.22615785628128,-3.31417108592881,1,4.39773006220602,1.08801322964752
1000,4.92046958681102,3.8324563571635,1,2.89650098001373,1.08801322964752
1000,0.893306004409112,-0.19470722523841,1,4.0814698026903,1.08801322964752
1000,6.09038684833857,5.00237361869105,1,3.14492834058086,1.08801322964752
1000,-2.96554512148635,-4.05355835113387,1,2.84166445406751,1.08801322964752
1000,-0.512609544459863,-1.60062277410739,1,4.3972582855169,1.08801322964752
1000,4.03435308894579,2.94633985929826,1,1.77902019135983,1.08801322964752
1000,0.960194603694084,-0.127818625953438,1,3.91904602931799,1.08801322964752
1000,-0.915003040523828,-2.00301627017135,1,3.31795622282635,1.08801322964752
1000,1.90679612040228,0.818782890754761,1,3.98570947663384,1.08801322964752
1000,5.1951372947664,4.10712406511887,1,3.35963460894205,1.08801322964752
1000,5.52326832270621,4.43525509305869,1,3.12312199259275,1.08801322964752
1000,5.5803847402948,4.49237151064727,1,4.51947651975155,1.08801322964752
1000,-0.935169410379153,-2.02318264002668,1,4.64344476367493,1.08801322964752
1000,3.36155256134761,2.27353933170009,1,4.20558134840304,1.08801322964752
1000,-2.10673426419022,-3.19474749383774,1,3.11929786447325,1.08801322964752
1000,0.268115914106509,-0.819897315541013,1,3.86500919516156,1.08801322964752
1000,4.56644784775981,3.47843461811229,1,3.84868830342382,1.08801322964752
1000,4.66315008430631,3.57513685465879,1,3.83407859870109,1.08801322964752
1000,1.38584945237218,0.297836222724655,1,3.79581932954979,1.08801322964752
1000,11.7879925831975,10.69997935355,0,3.77432054236318,1.08801322964752
1000,-1.32023987261614,-2.40825310226366,1,3.73231236240996,1.08801322964752
1000,3.68493555144772,2.59692232180019,1,3.42450945785722,1.08801322964752
1000,6.25817741056949,5.17016418092197,1,4.75041509158667,1.08801322964752
1000,-1.73174288946998,-2.81975611911751,1,3.63286876267035,1.08801322964752
1000,5.7061484146867,4.61813518503918,1,4.23561879524421,1.08801322964752
1000,9.7243001463812,8.63628691673367,1,4.90394704139469,1.08801322964752
1000,-4.04974000347393,-5.13775323312145,0,2.61109523866615,1.08801322964752
1000,-1.17126140552678,-2.2592746351743,1,3.1948320177295,1.08801322964752
1000,3.4446488450716,2.35663561542408,1,3.72933366669082,1.08801322964752
1000,-6.80162249700315,-7.88963572665067,0,3.10556489516576,1.08801322964752
1000,1.84951261544763,0.761499385800107,1,3.90255970010906,1.08801322964752
1000,6.28033287910662,5.19231964945909,1,3.53014713076612,1.08801322964752
1000,4.55948531972482,3.4714720900773,1,4.74196335309063,1.08801322964752
1000,-6.11908033358309,-7.20709356323061,0,3.65718436859542,1.08801322964752
1000,6.67004884875922,5.5820356191117,1,3.17726239818386,1.08801322964752
1000,-5.6316480205629,-6.71966125021042,1,3.49523924932423,1.08801322964752
1000,9.25316964107589,8.16515641142836,0,3.78407077177128,1.08801322964752
1000,4.48660363499322,3.39859040534569,1,4.26708289307998,1.08801322964752
1000,-3.45567886442652,-4.54369209407404,1,2.68021469934699,1.08801322964752
1000,-2.03293874306824,-3.12095197271576,1,3.76051080600009,1.08801322964752
1000,1.83400593834855,0.745992708701031,1,3.36613282369698,1.08801322964752
1000,-1.60874829107384,-2.69676152072136,1,3.14908756425684,1.08801322964752
1000,-0.468929042730657,-1.55694227237818,1,3.69504386363615,1.08801322964752
1000,2.93817721272803,1.85016398308051,1,4.41511696205859,1.08801322964752
1000,-2.9902413203198,-4.07825454996732,1,3.77522349263873,1.08801322964752
1000,-0.721429657271081,-1.8094428869186,1,3.40681767119694,1.08801322964752
1000,-3.79291020377169,-4.88092343341921,1,3.20815443707117,1.08801322964752
1000,8.66851964081988,7.58050641117236,0,3.67073730558306,1.08801322964752
1000,3.79872349560653,2.71071026595901,1,3.2840057846417,1.08801322964752
1000,-3.89166427820225,-4.97967750784977,1,3.73593212746963,1.08801322964752
1000,6.19383436336702,5.1058211337195,1,3.78725300452076,1.08801322964752
1000,3.98927225603471,2.90125902638719,1,4.06429981410124,1.08801322964752
1000,1.72190112033439,0.633887890686864,1,3.57655242635955,1.08801322964752
1000,-5.98029846676348,-7.068311696411,1,4.56545702232315,1.08801322964752
1000,-2.58599690172937,-3.6740101313769,1,3.49630494158663,1.08801322964752
1000,3.59544217062606,2.50742894097854,1,3.25736335598166,1.08801322964752
1000,-0.00586966024814473,-1.09388288989567,1,3.04051087120135,1.08801322964752
1000,-2.82880912122313,-3.91682235087065,1,4.2789098275706,1.08801322964752
1000,1.61587776728101,0.527864537633491,1,3.46045804956091,1.08801322964752
1000,-1.82485068670874,-2.91286391635627,1,3.73045847167077,1.08801322964752
1000,-0.102786001211875,-1.1907992308594,1,3.16082257312627,1.08801322964752
1000,-2.46870134756638,-3.5567145772139,1,4.96017332280767,1.08801322964752
1000,5.92315766339114,4.83514443374362,1,4.41724637738324,1.08801322964752
1000,2.9477477550497,1.85973452540217,1,2.93623789002919,1.08801322964752
1000,3.41851502918855,2.33050179954103,1,3.46327304934576,1.08801322964752
1000,8.8472822198871,7.75926899023958,1,4.80680117142734,1.08801322964752
1000,10.2844857737043,9.1964725440568,1,4.85286494935936,1.08801322964752
1000,4.37182450488005,3.28381127523253,1,4.01085097430652,1.08801322964752
1000,-1.1254186538597,-2.21343188350723,1,3.40713307085923,1.08801322964752
1000,2.80630904851248,1.71829581886496,1,4.08427005157525,1.08801322964752
1000,-1.39764183642444,-2.48565506607196,1,3.69732269704342,1.08801322964752
1000,2.32110384808447,1.23309061843695,1,3.96430836131048,1.08801322964752
1000,3.49611859853792,2.4081053688904,1,2.65593130886083,1.08801322964752
1000,0.105448401769159,-0.982564827878363,1,3.21633347925363,1.08801322964752
1000,-1.35990064127408,-2.4479138709216,1,4.13513548742243,1.08801322964752
1000,-2.06549388574521,-3.15350711539273,1,3.11106296224519,1.08801322964752
1000,-7.5155265553885,-8.60353978503603,0,3.78700392384685,1.08801322964752
1000,0.128057385225922,-0.9599558444216,1,3.21538171365937,1.08801322964752
1000,4.94172855193897,3.85371532229144,1,2.86170849898161,1.08801322964752
1000,4.9901289304326,3.90211570078507,1,5.45169873784654,1.08801322964752
1000,-1.31955949717765,-2.40757272682517,1,3.38863758014538,1.08801322964752
1000,6.06395463258452,4.975941402937,1,4.61028469319487,1.08801322964752
1000,-6.87971974410829,-7.96773297375581,1,4.19766417512866,1.08801322964752
1000,0.910508142774447,-0.177505086873076,1,3.62067842464402,1.08801322964752
1000,3.86326282178494,2.77524959213742,1,2.56699328785856,1.08801322964752
1000,0.500369019660994,-0.587644209986529,1,3.67843858399463,1.08801322964752
1000,-3.85232535942949,-4.94033858907701,1,4.55588794206744,1.08801322964752
1000,2.0749176167003,0.986904387052782,1,3.47126620690358,1.08801322964752
1000,0.0432732573933947,-1.04473997225413,1,3.46316266310229,1.08801322964752
1000,2.58386119779016,1.49584796814263,1,3.43617500322153,1.08801322964752
1000,-5.48035368921263,-6.56836691886015,1,4.58200992851362,1.08801322964752
1000,8.32710469773496,7.23909146808744,1,5.30541623166174,1.08801322964752
1000,3.25532859430353,2.16731536465601,1,3.51654081306146,1.08801322964752
1000,4.23403196528405,3.14601873563653,1,3.45863723469988,1.08801322964752
1000,5.04314414026139,3.95513091061387,1,3.10075172699522,1.08801322964752
1000,6.49520873036468,5.40719550071716,1,3.37915477620356,1.08801322964752
1000,2.1550807160699,1.06706748642238,1,4.77073106177366,1.08801322964752
1000,7.96960239578621,6.88158916613869,1,5.2437513224521,1.08801322964752
1000,-2.82676998572918,-3.9147832153767,1,3.39311913884722,1.08801322964752
1000,8.16704277098979,7.07902954134227,0,3.08366011759377,1.08801322964752
1000,-0.311982011007096,-1.39999524065462,1,4.12188138864077,1.08801322964752
1000,-0.67258416123083,-1.76059739087835,1,4.5295919779487,1.08801322964752
1000,-3.02917067802339,-4.11718390767091,1,3.73159630091279,1.08801322964752
1000,0.868935053809572,-0.21907817583795,1,2.93225888792632,1.08801322964752
1000,-2.38363130089135,-3.47164453053887,1,3.2009418471412,1.08801322964752
1000,-3.9738855525197,-5.06189878216722,1,3.757057329339,1.08801322964752
1000,-2.05502298648063,-3.14303621612815,1,3.58899749106399,1.08801322964752
1000,8.30576778092784,7.21775455128032,1,4.70276212733026,1.08801322964752
1000,5.38084606335331,4.29283283370579,1,4.4544392733582,1.08801322964752
1000,2.8508400521238,1.76282682247628,1,4.00127110879291,1.08801322964752
1000,-1.69133902499785,-2.77935225464537,1,3.48770531583201,1.08801322964752
1000,8.8608235149491,7.77281028530158,1,4.42913996046068,1.08801322964752
1000,-0.207937266694806,-1.29595049634233,1,3.16762720555568,1.08801322964752
1000,8.83362401483356,7.74561078518604,1,4.06095858115642,1.08801322964752
1000,1.9732064885372,0.885193258889679,1,5.11517637627025,1.08801322964752
1000,3.96190715995978,2.87389393031226,1,4.06086049390883,1.08801322964752
1000,2.96303135485977,1.87501812521224,1,2.8949396341959,1.08801322964752
1000,6.43463515357812,5.3466219239306,1,3.37714178434729,1.08801322964752
1000,4.56962785565056,3.48161462600304,1,3.50131571173438,1.08801322964752
1000,7.98598271941071,6.89796948976318,0,3.40647207242386,1.08801322964752
1000,-3.15960917052163,-4.24762240016916,1,3.72659792946979,1.08801322964752
1000,-2.54273678612462,-3.63075001577214,1,3.08989315951211,1.08801322964752
1000,1.25265548314446,0.164642253496936,1,4.33156677559932,1.08801322964752
1000,5.35199854847897,4.26398531883144,1,3.5657212868224,1.08801322964752
1000,-0.710044164744936,-1.79805739439246,1,4.37182296530206,1.08801322964752
1000,3.54723029890504,2.45921706925752,1,2.91820376795712,1.08801322964752
1000,2.74905020472038,1.66103697507286,1,3.65480199527566,1.08801322964752
1000,2.24996899667359,1.16195576702606,1,3.31036192930074,1.08801322964752
1000,-10.9723152181728,-12.0603284478203,0,4.79928861604917,1.08801322964752
1000,4.28241519709436,3.19440196744684,1,3.90305784864255,1.08801322964752
1000,6.97403423723184,5.88602100758432,1,3.60320329186857,1.08801322964752
1000,5.67489469420812,4.5868814645606,1,3.0676667574667,1.08801322964752
1000,-1.439261488333,-2.52727471798053,1,2.47088730055965,1.08801322964752
1000,-1.01796649238899,-2.10597972203652,1,3.98287652255229,1.08801322964752
1000,-0.762454438565712,-1.85046766821323,1,3.38427425816242,1.08801322964752
1000,-2.54971231565072,-3.63772554529825,1,2.5387404104291,1.08801322964752
1000,0.0842136763576917,-1.00379955328983,1,3.08120924728974,1.08801322964752
1000,-2.51364707938271,-3.60166030903024,1,4.09453583416642,1.08801322964752
1000,1.78944229214338,0.701429062495855,1,3.63151061508958,1.08801322964752
