"n","optrdd","optrdd.bias","optrdd.cr","truth"
1000,-1.43414726702868,-2.52216048654939,1,1.08801321952071
1000,-5.68472470025383,-6.77273791977454,1,1.08801321952071
1000,-3.1834331775216,-4.27144639704231,1,1.08801321952071
1000,3.92129765249926,2.83328443297855,1,1.08801321952071
1000,6.61175331169483,5.52374009217412,1,1.08801321952071
1000,2.8869961449089,1.79898292538819,1,1.08801321952071
1000,-3.41875188148581,-4.50676510100652,1,1.08801321952071
1000,5.22210762608757,4.13409440656686,1,1.08801321952071
1000,5.33002724029188,4.24201402077117,1,1.08801321952071
1000,2.40388051077139,1.31586729125068,1,1.08801321952071
1000,-1.93725235202477,-3.02526557154548,1,1.08801321952071
1000,3.4790680958729,2.39105487635218,1,1.08801321952071
1000,-4.79983677322854,-5.88784999274925,1,1.08801321952071
1000,-3.54315567677738,-4.63116889629809,1,1.08801321952071
1000,3.15178964089829,2.06377642137758,1,1.08801321952071
1000,0.877246026311208,-0.210767193209503,1,1.08801321952071
1000,4.12555727835623,3.03754405883552,1,1.08801321952071
1000,-0.810829354888655,-1.89884257440937,1,1.08801321952071
1000,4.32617775012198,3.23816453060127,1,1.08801321952071
1000,-11.2807188160378,-12.3687320355585,0,1.08801321952071
1000,5.52809886653157,4.44008564701086,1,1.08801321952071
1000,-2.5808612552156,-3.66887447473631,1,1.08801321952071
1000,-2.54773441506973,-3.63574763459044,1,1.08801321952071
1000,1.48692254513298,0.398909325612266,1,1.08801321952071
1000,1.6316116278165,0.543598408295789,1,1.08801321952071
1000,1.05863878251435,-0.029374437006358,1,1.08801321952071
1000,-5.48784879019471,-6.57586200971542,1,1.08801321952071
1000,0.0810782920641499,-1.00693492745656,1,1.08801321952071
1000,-4.16507687590085,-5.25309009542156,1,1.08801321952071
1000,-1.21860139436923,-2.30661461388994,1,1.08801321952071
1000,0.060300185499375,-1.02771303402134,1,1.08801321952071
1000,4.72208478365828,3.63407156413756,1,1.08801321952071
1000,-0.360647424566293,-1.448660644087,1,1.08801321952071
1000,-1.8691777819081,-2.95719100142881,1,1.08801321952071
1000,15.5133557050708,14.4253424855501,1,1.08801321952071
1000,2.24113308256396,1.15311986304325,1,1.08801321952071
1000,20.0772420716344,18.9892288521137,0,1.08801321952071
1000,8.35362698964244,7.26561377012173,1,1.08801321952071
1000,-4.77760196808844,-5.86561518760915,1,1.08801321952071
1000,3.62193350240121,2.5339202828805,1,1.08801321952071
1000,4.26696502829556,3.17895180877485,1,1.08801321952071
1000,0.206800423397335,-0.881212796123376,1,1.08801321952071
1000,-7.96214470348211,-9.05015792300282,1,1.08801321952071
1000,5.70574204393918,4.61772882441847,1,1.08801321952071
1000,-1.75674081248522,-2.84475403200593,1,1.08801321952071
1000,-2.97563811720511,-4.06365133672582,1,1.08801321952071
1000,0.619247336710275,-0.468765882810436,1,1.08801321952071
1000,1.15093346426807,0.0629202447473567,1,1.08801321952071
1000,6.37333167159998,5.28531845207927,1,1.08801321952071
1000,0.744546605239317,-0.343466614281394,1,1.08801321952071
1000,-3.02023795259788,-4.10825117211859,1,1.08801321952071
1000,9.2936059546014,8.20559273508069,1,1.08801321952071
1000,0.16278798494913,-0.925225234571581,1,1.08801321952071
1000,-4.45747888437435,-5.54549210389506,1,1.08801321952071
1000,-9.11217950512252,-10.2001927246432,1,1.08801321952071
1000,10.0999927092436,9.0119794897229,1,1.08801321952071
1000,0.239630500438279,-0.848382719082432,1,1.08801321952071
1000,-3.8319250945367,-4.91993831405741,1,1.08801321952071
1000,16.5702459314339,15.4822327119132,0,1.08801321952071
1000,5.91169117886418,4.82367795934347,1,1.08801321952071
1000,5.72521499650264,4.63720177698193,1,1.08801321952071
1000,-1.63518932035297,-2.72320253987368,1,1.08801321952071
1000,0.347615000946536,-0.740398218574175,1,1.08801321952071
1000,6.74503112891946,5.65701790939875,1,1.08801321952071
1000,-10.6544309676249,-11.7424441871456,1,1.08801321952071
1000,3.93981830145668,2.85180508193597,1,1.08801321952071
1000,-0.158882120179479,-1.24689533970019,1,1.08801321952071
1000,-1.14112423543862,-2.22913745495933,1,1.08801321952071
1000,-5.53695287314582,-6.62496609266654,1,1.08801321952071
1000,0.334265534511938,-0.753747685008774,1,1.08801321952071
1000,6.79273377990278,5.70472056038207,1,1.08801321952071
1000,-9.36250397232366,-10.4505171918444,1,1.08801321952071
1000,-6.41063135752252,-7.49864457704324,1,1.08801321952071
1000,-1.28795827859932,-2.37597149812003,1,1.08801321952071
1000,1.02160728893784,-0.0664059305828728,1,1.08801321952071
1000,2.33315609964042,1.24514288011971,1,1.08801321952071
1000,-0.562797454992032,-1.65081067451274,1,1.08801321952071
1000,0.278421450958736,-0.809591768561975,1,1.08801321952071
1000,12.171798672906,11.0837854533853,1,1.08801321952071
1000,-1.04336328413492,-2.13137650365563,1,1.08801321952071
1000,-1.09668895825354,-2.18470217777425,1,1.08801321952071
1000,5.4975383052706,4.40952508574989,1,1.08801321952071
1000,-2.52471533596644,-3.61272855548715,1,1.08801321952071
1000,-0.983619481101121,-2.07163270062183,1,1.08801321952071
1000,-6.04653495102096,-7.13454817054167,1,1.08801321952071
1000,1.68472441620792,0.596711196687213,1,1.08801321952071
1000,2.66105391042491,1.5730406909042,1,1.08801321952071
1000,-2.15082960524238,-3.23884282476309,1,1.08801321952071
1000,-2.55884197489375,-3.64685519441446,1,1.08801321952071
1000,-3.74245538567823,-4.83046860519894,1,1.08801321952071
1000,4.77488582956042,3.68687261003971,1,1.08801321952071
1000,4.38484040293018,3.29682718340947,1,1.08801321952071
1000,4.41771580749,3.32970258796929,1,1.08801321952071
1000,-3.03296120985814,-4.12097442937885,1,1.08801321952071
1000,6.69594701304867,5.60793379352796,1,1.08801321952071
1000,0.117221560670677,-0.970791658850034,1,1.08801321952071
1000,0.234408337463357,-0.853604882057354,1,1.08801321952071
1000,-5.12625936053028,-6.21427258005099,1,1.08801321952071
1000,0.0989326487257554,-0.989080570794956,1,1.08801321952071
1000,0.624140874910187,-0.463872344610524,1,1.08801321952071
1000,-4.42867502182005,-5.51668824134077,1,1.08801321952071
1000,-3.81546262881144,-4.90347584833215,1,1.08801321952071
1000,-9.88381741959512,-10.9718306391158,1,1.08801321952071
1000,18.9121449429272,17.8241317234064,0,1.08801321952071
1000,3.26260104220007,2.17458782267936,1,1.08801321952071
1000,-3.38352728610847,-4.47154050562918,1,1.08801321952071
1000,-0.623700828605768,-1.71171404812648,1,1.08801321952071
1000,1.16492434570006,0.076911126179352,1,1.08801321952071
1000,-2.41442052543275,-3.50243374495346,1,1.08801321952071
1000,-6.2442787193464,-7.33229193886711,1,1.08801321952071
1000,-1.7475318310123,-2.83554505053302,1,1.08801321952071
1000,-0.998558719790756,-2.08657193931147,1,1.08801321952071
1000,-11.1208166495983,-12.208829869119,1,1.08801321952071
1000,2.71317759105292,1.62516437153221,1,1.08801321952071
1000,12.2080146752255,11.1200014557047,1,1.08801321952071
1000,4.2495028034332,3.16148958391249,1,1.08801321952071
1000,0.49603865022872,-0.591974569291991,1,1.08801321952071
1000,-8.35795236116606,-9.44596558068677,1,1.08801321952071
1000,4.45235093724968,3.36433771772897,1,1.08801321952071
1000,3.87543961612078,2.78742639660006,1,1.08801321952071
1000,-3.59112281670668,-4.67913603622739,1,1.08801321952071
1000,-10.9626997977868,-12.0507130173075,1,1.08801321952071
1000,5.03635991240043,3.94834669287972,1,1.08801321952071
1000,-2.34006597578727,-3.42807919530798,1,1.08801321952071
1000,-6.33169975317373,-7.41971297269444,1,1.08801321952071
1000,3.23542632820237,2.14741310868166,1,1.08801321952071
1000,1.54141721936615,0.453403999845443,1,1.08801321952071
1000,-12.2022510604018,-13.2902642799225,0,1.08801321952071
1000,-1.28093423686106,-2.36894745638177,1,1.08801321952071
1000,3.45322143115731,2.3652082116366,1,1.08801321952071
1000,6.86533300336965,5.77731978384894,1,1.08801321952071
1000,-6.65187914470318,-7.73989236422389,1,1.08801321952071
1000,5.77933639317411,4.6913231736534,1,1.08801321952071
1000,-11.3448268944224,-12.4328401139431,1,1.08801321952071
1000,-2.07792307714551,-3.16593629666622,1,1.08801321952071
1000,3.60121285970078,2.51319964018007,1,1.08801321952071
1000,-5.07534880523576,-6.16336202475647,1,1.08801321952071
1000,1.97611051484949,0.888097295328776,1,1.08801321952071
1000,6.06933121895848,4.98131799943777,1,1.08801321952071
1000,-9.72625921300217,-10.8142724325229,1,1.08801321952071
1000,-1.73550419044458,-2.82351740996529,1,1.08801321952071
1000,-8.05877577283724,-9.14678899235795,1,1.08801321952071
1000,-0.318551536221462,-1.40656475574217,1,1.08801321952071
1000,8.43965760962344,7.35164439010273,1,1.08801321952071
1000,-1.8165694138258,-2.90458263334652,1,1.08801321952071
1000,6.6520226387351,5.56400941921439,1,1.08801321952071
1000,-4.99546537777545,-6.08347859729617,1,1.08801321952071
1000,-2.91453632121089,-4.0025495407316,1,1.08801321952071
1000,8.76075011301737,7.67273689349666,1,1.08801321952071
1000,9.0119361082285,7.92392288870779,1,1.08801321952071
1000,8.01095775018023,6.92294453065952,1,1.08801321952071
1000,-7.73014538979293,-8.81815860931364,1,1.08801321952071
1000,-1.76693557579273,-2.85494879531344,1,1.08801321952071
1000,-6.68217633607852,-7.77018955559923,1,1.08801321952071
1000,-9.19652303919827,-10.284536258719,1,1.08801321952071
1000,2.05679825392786,0.968785034407152,1,1.08801321952071
1000,-5.45720771044942,-6.54522092997013,1,1.08801321952071
1000,3.47341759737105,2.38540437785033,1,1.08801321952071
1000,7.47508116427365,6.38706794475294,1,1.08801321952071
1000,0.757695256548575,-0.330317962972136,1,1.08801321952071
1000,-3.9800637992419,-5.06807701876261,1,1.08801321952071
1000,1.66129603704087,0.573282817520155,1,1.08801321952071
1000,-6.46679229445675,-7.55480551397746,1,1.08801321952071
1000,-2.07144935212094,-3.15946257164165,1,1.08801321952071
1000,7.8330095842558,6.74499636473509,1,1.08801321952071
1000,4.49895589577175,3.41094267625104,1,1.08801321952071
1000,-9.26584246013511,-10.3538556796558,1,1.08801321952071
1000,6.77890301648615,5.69088979696544,1,1.08801321952071
1000,0.661930466794724,-0.426082752725987,1,1.08801321952071
1000,0.708964167148306,-0.379049052372405,1,1.08801321952071
1000,-0.0020960647335086,-1.09010928425422,1,1.08801321952071
1000,1.68437995861387,0.59636673909316,1,1.08801321952071
1000,10.7781108410894,9.69009762156869,1,1.08801321952071
1000,-4.12511973047055,-5.21313294999126,1,1.08801321952071
1000,-3.50439069880205,-4.59240391832276,1,1.08801321952071
1000,4.58596954160141,3.4979563220807,1,1.08801321952071
1000,-4.18412196198715,-5.27213518150786,1,1.08801321952071
1000,-2.0582762576257,-3.14628947714642,1,1.08801321952071
1000,5.77577774283433,4.68776452331362,1,1.08801321952071
1000,1.29670518947999,0.208691969959282,1,1.08801321952071
1000,11.3961732946401,10.3081600751194,1,1.08801321952071
1000,-1.89637064570371,-2.98438386522442,1,1.08801321952071
1000,-0.123261225104414,-1.21127444462513,1,1.08801321952071
1000,4.28731541221224,3.19930219269152,1,1.08801321952071
1000,3.86854636413626,2.78053314461555,1,1.08801321952071
1000,-1.46752745523138,-2.55554067475209,1,1.08801321952071
1000,9.76787287602649,8.67985965650578,1,1.08801321952071
1000,3.03395746785425,1.94594424833354,1,1.08801321952071
1000,9.29871561675678,8.21070239723607,1,1.08801321952071
1000,1.23607444878562,0.148061229264907,1,1.08801321952071
1000,6.04407123218715,4.95605801266644,1,1.08801321952071
1000,-4.94055992470492,-6.02857314422563,1,1.08801321952071
1000,-10.6468116680797,-11.7348248876004,0,1.08801321952071
1000,12.032820077165,10.9448068576443,1,1.08801321952071
1000,-3.08582277229143,-4.17383599181214,1,1.08801321952071
1000,10.965532698638,9.87751947911726,1,1.08801321952071
1000,1.32411531915751,0.236102099636802,1,1.08801321952071
1000,-8.78040830209897,-9.86842152161968,1,1.08801321952071
1000,-5.78792895085436,-6.87594217037507,1,1.08801321952071
1000,7.56781028376408,6.47979706424337,1,1.08801321952071
1000,0.0564834011802806,-1.03152981834043,1,1.08801321952071
1000,-0.553810014293213,-1.64182323381392,1,1.08801321952071
1000,0.211773664104323,-0.876239555416388,1,1.08801321952071
1000,-0.615270498284521,-1.70328371780523,1,1.08801321952071
1000,6.20292007773184,5.11490685821113,1,1.08801321952071
1000,7.39648214292398,6.30846892340327,1,1.08801321952071
1000,-2.83200277538247,-3.92001599490318,1,1.08801321952071
1000,1.72888504773606,0.640871828215352,1,1.08801321952071
1000,9.81575266414418,8.72773944462347,1,1.08801321952071
1000,0.943972559715174,-0.144040659805537,1,1.08801321952071
1000,0.402313720282704,-0.685699499238007,1,1.08801321952071
1000,-6.60892944859271,-7.69694266811342,1,1.08801321952071
1000,-1.23384735446852,-2.32186057398923,1,1.08801321952071
1000,0.876915015877787,-0.211098203642924,1,1.08801321952071
1000,-6.11559287900533,-7.20360609852604,1,1.08801321952071
1000,7.9216676471423,6.83365442762159,1,1.08801321952071
1000,3.00939931765757,1.92138609813686,1,1.08801321952071
1000,0.249123897472332,-0.838889322048379,1,1.08801321952071
1000,1.78340906624758,0.69539584672687,1,1.08801321952071
1000,-0.991322633560175,-2.07933585308089,1,1.08801321952071
1000,1.09442114328987,0.00640792376915922,1,1.08801321952071
1000,5.24820253853742,4.1601893190167,1,1.08801321952071
1000,3.66678883647575,2.57877561695504,1,1.08801321952071
1000,-9.55737081288702,-10.6453840324077,1,1.08801321952071
1000,-2.69860161281716,-3.78661483233787,1,1.08801321952071
1000,-4.56098188689281,-5.64899510641352,1,1.08801321952071
1000,-4.19401800793403,-5.28203122745474,1,1.08801321952071
1000,-3.92971452012009,-5.0177277396408,1,1.08801321952071
1000,7.27027999833697,6.18226677881626,1,1.08801321952071
1000,-7.85688770090366,-8.94490092042437,1,1.08801321952071
1000,1.36546685916103,0.277453639640321,1,1.08801321952071
1000,-8.92441997218275,-10.0124331917035,1,1.08801321952071
1000,1.47347797930437,0.385464759783654,1,1.08801321952071
1000,2.06298275641308,0.974969536892369,1,1.08801321952071
1000,-13.0069958843529,-14.0950091038736,1,1.08801321952071
1000,-6.2830487830402,-7.37106200256091,1,1.08801321952071
1000,0.0991722133418496,-0.988841006178862,1,1.08801321952071
1000,7.27912850829736,6.19111528877665,1,1.08801321952071
1000,0.467483451486378,-0.620529768034333,1,1.08801321952071
1000,-2.44713256754587,-3.53514578706658,1,1.08801321952071
1000,3.18663310300384,2.09861988348313,1,1.08801321952071
1000,-5.44526790218413,-6.53328112170484,1,1.08801321952071
1000,-6.36393287061207,-7.45194609013278,1,1.08801321952071
1000,5.05748146002623,3.96946824050552,1,1.08801321952071
1000,2.45640772445249,1.36839450493177,1,1.08801321952071
1000,10.5294744507622,9.44146123124149,1,1.08801321952071
1000,-3.78393134633166,-4.87194456585237,1,1.08801321952071
1000,6.34197572701263,5.25396250749192,1,1.08801321952071
1000,11.2729797847555,10.1849665652347,1,1.08801321952071
1000,1.09287904234617,0.00486582282545922,1,1.08801321952071
1000,1.95677553843603,0.868762318915317,1,1.08801321952071
1000,-8.79702635269832,-9.88503957221904,1,1.08801321952071
1000,-8.93829449626942,-10.0263077157901,1,1.08801321952071
1000,3.44116510284776,2.35315188332705,1,1.08801321952071
1000,-0.483513429614492,-1.5715266491352,1,1.08801321952071
1000,4.43683428896191,3.3488210694412,1,1.08801321952071
1000,9.07830717155577,7.99029395203506,1,1.08801321952071
1000,-0.277491321683074,-1.36550454120378,1,1.08801321952071
1000,6.04365667596393,4.95564345644322,1,1.08801321952071
