"n","optrdd","bias","optrdd.cr","CI_plusminus","truth"
1000,-5.19606253524836,-9.23746253524837,1,36.0941330224015,4.04140000000001
1000,16.3228414892045,12.2814414892045,1,40.8028009521443,4.04140000000001
1000,10.1781416287035,6.13674162870353,1,45.4981215636063,4.04140000000001
1000,-19.1824987443979,-23.2238987443979,1,52.8199904496088,4.04140000000001
1000,-9.23220601597705,-13.2736060159771,1,41.2448620102214,4.04140000000001
1000,-23.8501005639725,-27.8915005639725,1,45.6130010438007,4.04140000000001
1000,11.8644137920657,7.82301379206573,1,41.7713673613876,4.04140000000001
1000,3.56768182648508,-0.473718173514928,1,40.9065604576852,4.04140000000001
1000,-22.3452903967865,-26.3866903967865,1,56.3112864270748,4.04140000000001
1000,-1.17854693515578,-5.21994693515579,1,47.4197563234142,4.04140000000001
1000,57.3554438789065,53.3140438789065,1,53.6497509437642,4.04140000000001
1000,-4.6173831863244,-8.65878318632441,1,50.4072925934918,4.04140000000001
1000,6.59253636418275,2.55113636418274,1,47.1063472189541,4.04140000000001
1000,-4.52451639852171,-8.56591639852173,1,62.4664644050763,4.04140000000001
1000,-6.87906757141177,-10.9204675714118,1,52.8550163897083,4.04140000000001
1000,-12.1847696447214,-16.2261696447214,1,33.3904141492043,4.04140000000001
1000,0.565577673309643,-3.47582232669037,1,40.0142333513318,4.04140000000001
1000,12.3051671762813,8.26376717628129,1,74.8640759857263,4.04140000000001
1000,50.8619015797308,46.8205015797308,1,49.6553453486819,4.04140000000001
1000,11.6722372297136,7.63083722971356,1,33.4192948357712,4.04140000000001
1000,0.925371211918696,-3.11602878808131,1,51.268488316069,4.04140000000001
1000,26.8530865336467,22.8116865336467,1,42.7313617569002,4.04140000000001
1000,20.5302822048467,16.4888822048467,1,39.467939617655,4.04140000000001
1000,-9.00918592122685,-13.0505859212269,1,74.8089827580745,4.04140000000001
1000,-5.4403107829256,-9.48171078292561,1,47.4159848868648,4.04140000000001
1000,14.7881726636091,10.746772663609,1,59.6847476667219,4.04140000000001
1000,6.6665949312631,2.62519493126309,1,70.224717860733,4.04140000000001
1000,8.47953432658915,4.43813432658914,1,50.2943851257347,4.04140000000001
1000,8.23417622905049,4.19277622905048,1,44.9654910624216,4.04140000000001
1000,30.5759658219682,26.5345658219682,1,41.7679600210217,4.04140000000001
1000,0.0934908813174208,-3.94790911868259,1,57.000365828716,4.04140000000001
1000,-12.2027110696572,-16.2441110696572,1,44.4579494468852,4.04140000000001
1000,-9.0787790277104,-13.1201790277104,1,41.7513707655715,4.04140000000001
1000,0.395827807214317,-3.64557219278569,1,34.0568572773271,4.04140000000001
1000,-14.6660303374314,-18.7074303374314,1,66.1890302122365,4.04140000000001
1000,-0.290344706243156,-4.33174470624317,1,52.6255303501819,4.04140000000001
1000,-25.0191006743166,-29.0605006743166,1,84.6005508733149,4.04140000000001
1000,-14.486617566273,-18.528017566273,1,36.4996137689754,4.04140000000001
1000,6.61142229676198,2.57002229676197,1,42.6412958830285,4.04140000000001
1000,-16.216172016935,-20.257572016935,1,56.128476222058,4.04140000000001
1000,14.0836548314524,10.0422548314524,1,33.0442773079991,4.04140000000001
1000,-15.5488982484235,-19.5902982484235,1,49.7773592758038,4.04140000000001
1000,-6.74434225597008,-10.7857422559701,1,54.8519038198925,4.04140000000001
1000,15.4749726213112,11.4335726213112,1,34.8111842239451,4.04140000000001
1000,0.041380278469952,-4.00001972153006,1,43.4794665382359,4.04140000000001
1000,-20.1697220943395,-24.2111220943395,1,40.7681213083406,4.04140000000001
1000,5.97047072575228,1.92907072575227,1,50.9977976674502,4.04140000000001
1000,-15.5650486476316,-19.6064486476317,1,39.5908650479075,4.04140000000001
1000,0.897427768761989,-3.14397223123802,1,61.6601835272947,4.04140000000001
1000,-3.25214477169764,-7.29354477169765,1,40.1785521694603,4.04140000000001
1000,7.46319292839897,3.42179292839896,1,80.4395366027289,4.04140000000001
1000,18.675851364929,14.634451364929,1,37.4648696509195,4.04140000000001
1000,33.1339219913113,29.0925219913113,1,31.8786005548162,4.04140000000001
1000,13.6573836709821,9.61598367098212,1,19.7074229720087,4.04140000000001
1000,18.1707829690455,14.1293829690455,1,48.9928031447147,4.04140000000001
1000,9.88885401949497,5.84745401949496,1,37.828027424966,4.04140000000001
1000,9.01103301336623,4.96963301336622,1,33.9917958731849,4.04140000000001
1000,10.1873296760325,6.14592967603251,1,48.8160913689884,4.04140000000001
1000,-16.2860418889117,-20.3274418889117,1,61.7094466947848,4.04140000000001
1000,1.52670318206632,-2.51469681793369,1,48.5292106925619,4.04140000000001
1000,-6.99803459796371,-11.0394345979637,1,65.5557660715771,4.04140000000001
1000,-11.2002538455172,-15.2416538455172,1,48.7798570587413,4.04140000000001
1000,-5.32559430639675,-9.36699430639676,1,52.7858532810083,4.04140000000001
1000,-7.61806923180165,-11.6594692318017,1,50.1922137183447,4.04140000000001
1000,-4.91242149730568,-8.95382149730569,1,51.0126192623814,4.04140000000001
1000,-15.3732102141019,-19.4146102141019,1,38.9110495661736,4.04140000000001
1000,-14.7608783569999,-18.8022783569999,1,99.2424387209061,4.04140000000001
1000,-17.8214265757176,-21.8628265757176,1,37.6558495483159,4.04140000000001
1000,25.1560800510428,21.1146800510428,1,36.8684672030398,4.04140000000001
1000,-12.3158345601016,-16.3572345601016,1,37.4108265731609,4.04140000000001
1000,12.8630042394177,8.82160423941772,1,50.7063810409003,4.04140000000001
1000,5.57410506181054,1.53270506181053,1,14.3437989499291,4.04140000000001
1000,4.12411979887559,0.082719798875579,1,41.4221991593675,4.04140000000001
1000,15.5768638919887,11.5354638919886,1,42.8132551203146,4.04140000000001
1000,0.116591578225367,-3.92480842177464,1,40.1474087087794,4.04140000000001
1000,18.2191083624081,14.1777083624081,1,49.6602156653346,4.04140000000001
1000,12.1285593347482,8.08715933474817,1,39.4971103659575,4.04140000000001
1000,3.55195837516605,-0.489441624833961,1,30.6752213702514,4.04140000000001
1000,-9.69792287848149,-13.7393228784815,1,32.3391292873192,4.04140000000001
1000,-23.2394693991608,-27.2808693991608,1,53.1574826521748,4.04140000000001
1000,36.9631530245199,32.9217530245199,1,49.8896839997108,4.04140000000001
1000,21.6239340240849,17.5825340240849,1,77.4736874275601,4.04140000000001
1000,-14.7611267249355,-18.8025267249355,1,43.7611829243911,4.04140000000001
1000,4.81598684611679,0.77458684611678,1,35.3571880524209,4.04140000000001
1000,-10.4902852112599,-14.5316852112599,1,44.5841776609243,4.04140000000001
1000,25.4864609059148,21.4450609059148,1,61.8779010643167,4.04140000000001
1000,67.2254245267111,63.1840245267111,1,64.8513228106326,4.04140000000001
1000,-18.7777402448851,-22.8191402448851,1,67.9285138516804,4.04140000000001
1000,7.76854772373176,3.72714772373175,1,50.7583279811899,4.04140000000001
1000,4.03623992579913,-0.00516007420087572,1,40.8329696197363,4.04140000000001
1000,26.9059033799423,22.8645033799423,1,38.4280467875076,4.04140000000001
1000,8.68075244960368,4.63935244960367,1,35.7752236126538,4.04140000000001
1000,-34.5052657187565,-38.5466657187565,1,62.9442027769797,4.04140000000001
1000,0.843236555803117,-3.19816344419689,1,33.5207629309869,4.04140000000001
1000,-13.0864061873709,-17.1278061873709,1,57.6064956115694,4.04140000000001
1000,25.996816412891,21.955416412891,1,30.0597250942517,4.04140000000001
1000,7.47114243535015,3.42974243535014,1,39.3067637467513,4.04140000000001
1000,30.0658578614832,26.0244578614832,1,52.9198088946335,4.04140000000001
1000,-30.9772986313969,-35.0186986313969,1,49.986900737501,4.04140000000001
1000,-36.145709759676,-40.187109759676,1,63.4072064005971,4.04140000000001
1000,11.8942317365718,7.85283173657183,1,48.6341793174875,4.04140000000001
1000,48.8044359467667,44.7630359467667,1,45.1131401121795,4.04140000000001
1000,4.77454072169637,0.733140721696361,1,33.4576801157398,4.04140000000001
1000,16.494467442979,12.453067442979,1,46.8036713486859,4.04140000000001
1000,5.95514686700676,1.91374686700675,1,40.8569862686966,4.04140000000001
1000,11.9413232605279,7.89992326052793,1,55.2461832000192,4.04140000000001
1000,-12.315691165375,-16.357091165375,1,43.0167788982941,4.04140000000001
1000,-4.65958089671357,-8.70098089671358,1,38.9274966999347,4.04140000000001
1000,48.6780337567509,44.6366337567509,0,36.0855965828943,4.04140000000001
1000,-14.671433535424,-18.712833535424,1,31.8111732862367,4.04140000000001
1000,8.17455736065971,4.1331573606597,1,41.71530446776,4.04140000000001
1000,40.9071890454903,36.8657890454903,1,37.0563872592917,4.04140000000001
1000,-15.409159834735,-19.450559834735,1,54.6416632494688,4.04140000000001
1000,-3.90086367520966,-7.94226367520967,1,90.1142529421934,4.04140000000001
1000,-21.3386478869353,-25.3800478869353,1,78.7128146381889,4.04140000000001
1000,-3.1477700564879,-7.18917005648791,1,36.2917056177909,4.04140000000001
1000,50.7202307766028,46.6788307766028,1,58.7099025790749,4.04140000000001
1000,-13.4084921454376,-17.4498921454376,1,56.8090631627636,4.04140000000001
1000,-4.72886995265077,-8.77026995265079,1,41.947972106751,4.04140000000001
1000,-1.19896407079244,-5.24036407079245,1,40.0151581917092,4.04140000000001
1000,28.3208391206933,24.2794391206933,1,45.7536201051773,4.04140000000001
1000,38.6388666613153,34.5974666613153,1,41.7391627969246,4.04140000000001
1000,8.24854639379084,4.20714639379083,1,49.8040105018977,4.04140000000001
1000,17.2193238017605,13.1779238017605,1,84.5044478904696,4.04140000000001
1000,-4.4460812980944,-8.48748129809441,1,44.2886682276297,4.04140000000001
1000,35.3028960592372,31.2614960592372,1,71.7063412829695,4.04140000000001
1000,-40.3696020058547,-44.4110020058547,1,52.3359889333485,4.04140000000001
1000,-11.8722532340494,-15.9136532340495,1,59.4118629589978,4.04140000000001
1000,7.19555942482294,3.15415942482293,1,43.575382942246,4.04140000000001
1000,-16.7180336012765,-20.7594336012765,1,31.8064738712379,4.04140000000001
1000,-10.5312270540414,-14.5726270540414,1,45.9415737178144,4.04140000000001
1000,0.730571148375785,-3.31082885162423,1,69.1175157413436,4.04140000000001
1000,-17.0459985365375,-21.0873985365375,1,97.8507497968105,4.04140000000001
1000,7.84011741533738,3.79871741533737,1,44.6752109072615,4.04140000000001
1000,7.99495601951739,3.95355601951738,1,32.9139205954704,4.04140000000001
1000,0.47617784263732,-3.56522215736269,1,50.3556185873005,4.04140000000001
1000,-3.11031525151407,-7.15171525151408,1,47.7676431315655,4.04140000000001
1000,-18.4739282226495,-22.5153282226495,1,46.02864751668,4.04140000000001
1000,7.56737573544276,3.52597573544275,1,40.9801024292239,4.04140000000001
1000,19.0794421276774,15.0380421276774,1,36.0573005231349,4.04140000000001
1000,-28.8597173671367,-32.9011173671367,1,38.3702949120514,4.04140000000001
1000,-21.4233730440136,-25.4647730440136,1,56.6827892464363,4.04140000000001
1000,-41.0307831372593,-45.0721831372593,0,44.8167353276944,4.04140000000001
1000,-12.3353921969706,-16.3767921969706,1,56.7961704838512,4.04140000000001
1000,-4.79139987052493,-8.83279987052494,1,63.3719441942807,4.04140000000001
1000,7.329838494224,3.28843849422399,1,61.2712381363632,4.04140000000001
1000,12.4649634704147,8.42356347041465,1,49.2621428531532,4.04140000000001
1000,14.6663863740183,10.6249863740183,1,38.6524214506663,4.04140000000001
1000,15.4192518493704,11.3778518493704,1,34.5821475370705,4.04140000000001
1000,12.0445252428492,8.00312524284919,1,49.3870903139049,4.04140000000001
1000,-16.4338224372774,-20.4752224372774,1,45.4946411978162,4.04140000000001
1000,-31.9840689451095,-36.0254689451095,0,35.5271817451704,4.04140000000001
1000,10.0612901985481,6.01989019854804,1,34.4321756238728,4.04140000000001
1000,-25.5042717349968,-29.5456717349968,1,61.7375475175418,4.04140000000001
1000,39.057924532506,35.016524532506,1,66.0750529700615,4.04140000000001
1000,-1.16303488258335,-5.20443488258336,1,57.5482480622783,4.04140000000001
1000,31.9286468263248,27.8872468263248,1,35.7149656750236,4.04140000000001
1000,13.504969335886,9.46356933588596,1,48.3124738432933,4.04140000000001
1000,13.857122555302,9.81572255530194,1,46.4627651143952,4.04140000000001
1000,15.1016513780751,11.0602513780751,1,38.2696455117894,4.04140000000001
1000,-0.613307659763247,-4.65470765976326,1,39.9611180049687,4.04140000000001
1000,-3.36402046990876,-7.40542046990877,1,40.3556561974376,4.04140000000001
1000,-2.28840540913009,-6.3298054091301,1,49.4508398526475,4.04140000000001
1000,-11.4092057574094,-15.4506057574095,1,35.7401659618411,4.04140000000001
1000,38.4834453102932,34.4420453102932,1,60.3916811854489,4.04140000000001
1000,-30.799714767639,-34.841114767639,1,60.8407741956343,4.04140000000001
1000,-3.29814740325732,-7.33954740325733,1,37.8763186827741,4.04140000000001
1000,21.3100563645065,17.2686563645065,1,79.0535164388836,4.04140000000001
1000,-6.67900956432598,-10.720409564326,1,42.0123770937526,4.04140000000001
1000,-5.63477721226176,-9.67617721226177,1,29.1200505183926,4.04140000000001
1000,7.49621518615901,3.454815186159,1,63.8032720635907,4.04140000000001
1000,-7.86732334563189,-11.9087233456319,1,34.2013999467169,4.04140000000001
1000,13.292571691689,9.25117169168897,1,40.6379488961551,4.04140000000001
1000,37.388960973217,33.347560973217,1,46.3559851519683,4.04140000000001
1000,22.4832111318511,18.4418111318511,1,77.6987688775852,4.04140000000001
1000,42.6144050498317,38.5730050498317,1,46.9687293967938,4.04140000000001
1000,-17.0070285037635,-21.0484285037636,1,41.1617795197258,4.04140000000001
1000,11.8288737051211,7.78747370512105,1,27.2036717811626,4.04140000000001
1000,19.2866948175522,15.2452948175522,1,54.2071897500734,4.04140000000001
1000,23.7561115441497,19.7147115441497,1,49.6891673243816,4.04140000000001
1000,-11.739306530489,-15.780706530489,1,42.2931074717274,4.04140000000001
1000,16.5408578177356,12.4994578177356,1,43.0326764481492,4.04140000000001
1000,26.6545576216319,22.6131576216319,1,49.9583400235974,4.04140000000001
1000,5.33191779716185,1.29051779716184,1,51.5205229338508,4.04140000000001
1000,-14.7911617573858,-18.8325617573858,1,55.1852237062205,4.04140000000001
