"scale","rf","rf.bias","rf.cr","rf.se","truth"
"0.2","0.040027433314695","0.00439743331469511","1","0.0456072345011403",0.0356299999999999
"0.2","0.11146321290931","0.0758332129093103","1","0.0456072345011403",0.0356299999999999
"0.2","0.096365815007146","0.0607358150071461","1","0.0456072345011403",0.0356299999999999
"0.2","0.114788701952505","0.0791587019525049","1","0.0456072345011403",0.0356299999999999
"0.2","0.0155474138786921","-0.0200825861213079","1","0.0456072345011403",0.0356299999999999
"0.2","0.124668197391707","0.0890381973917075","0","0.0456072345011403",0.0356299999999999
"0.2","-0.0172659594637669","-0.0528959594637668","1","0.0456072345011403",0.0356299999999999
"0.2","0.10817059673075","0.0725405967307504","1","0.0456072345011403",0.0356299999999999
"0.2","0.0532254937405241","0.0175954937405242","1","0.0456072345011403",0.0356299999999999
"0.2","0.119307953528578","0.0836779535285778","1","0.0456072345011403",0.0356299999999999
"0.2","0.0148663060067409","-0.0207636939932591","1","0.0456072345011403",0.0356299999999999
"0.2","0.0824083928369552","0.0467783928369553","1","0.0456072345011403",0.0356299999999999
"0.2","0.0816747236681473","0.0460447236681474","1","0.0456072345011403",0.0356299999999999
"0.2","-0.0250765457536964","-0.0607065457536964","1","0.0456072345011403",0.0356299999999999
"0.2","0.0797471549164663","0.0441171549164664","1","0.0456072345011403",0.0356299999999999
"0.2","0.0197492082580167","-0.0158807917419832","1","0.0456072345011403",0.0356299999999999
"0.2","0.0217193640484044","-0.0139106359515956","1","0.0456072345011403",0.0356299999999999
"0.2","0.106092470628788","0.0704624706287882","1","0.0456072345011403",0.0356299999999999
"0.2","0.0768852387215884","0.0412552387215884","1","0.0456072345011403",0.0356299999999999
"0.2","0.00725790145354999","-0.02837209854645","1","0.0456072345011403",0.0356299999999999
"0.2","0.146262057816965","0.110632057816965","0","0.0456072345011403",0.0356299999999999
"0.2","0.0814418445543957","0.0458118445543958","1","0.0456072345011403",0.0356299999999999
"0.2","0.0451034428331906","0.00947344283319063","1","0.0456072345011403",0.0356299999999999
"0.2","0.0277000529220958","-0.00792994707790418","1","0.0456072345011403",0.0356299999999999
"0.2","0.0502401609828128","0.0146101609828129","1","0.0456072345011403",0.0356299999999999
"0.2","0.102534254677217","0.0669042546772166","1","0.0456072345011403",0.0356299999999999
"0.2","0.117504433749089","0.0818744337490891","1","0.0456072345011403",0.0356299999999999
"0.2","0.0765785098441311","0.0409485098441311","1","0.0456072345011403",0.0356299999999999
"0.2","0.111142842323396","0.0755128423233958","1","0.0456072345011403",0.0356299999999999
"0.2","0.0853046094288401","0.0496746094288402","1","0.0456072345011403",0.0356299999999999
"0.2","0.145351128643198","0.109721128643198","0","0.0456072345011403",0.0356299999999999
"0.2","0.0469716506429628","0.0113416506429629","1","0.0456072345011403",0.0356299999999999
"0.2","0.101522956860559","0.0658929568605594","1","0.0456072345011403",0.0356299999999999
"0.2","0.0930213489554846","0.0573913489554847","1","0.0456072345011403",0.0356299999999999
"0.2","0.0450686982654006","0.00943869826540067","1","0.0456072345011403",0.0356299999999999
"0.2","0.0797072513932618","0.0440772513932619","1","0.0456072345011403",0.0356299999999999
"0.2","0.158341418076253","0.122711418076253","0","0.0456072345011403",0.0356299999999999
"0.2","0.154486834210683","0.118856834210683","1","0.0456072345011403",0.0356299999999999
"0.2","0.0953662061554268","0.0597362061554269","1","0.0456072345011403",0.0356299999999999
"0.2","0.0286797778528681","-0.00695022214713181","1","0.0456072345011403",0.0356299999999999
"0.2","-0.0503986688595733","-0.0860286688595733","1","0.0456072345011403",0.0356299999999999
"0.2","0.0685432288385841","0.0329132288385842","1","0.0456072345011403",0.0356299999999999
"0.2","0.0570263465972392","0.0213963465972392","1","0.0456072345011403",0.0356299999999999
"0.2","0.0710785007510591","0.0354485007510592","1","0.0456072345011403",0.0356299999999999
"0.2","0.0779360459157302","0.0423060459157303","1","0.0456072345011403",0.0356299999999999
"0.2","0.091009992297868","0.0553799922978681","1","0.0456072345011403",0.0356299999999999
"0.2","0.0212762694472285","-0.0143537305527714","1","0.0456072345011403",0.0356299999999999
"0.2","0.0839253893520527","0.0482953893520528","1","0.0456072345011403",0.0356299999999999
"0.2","0.0929613872166416","0.0573313872166417","1","0.0456072345011403",0.0356299999999999
"0.2","0.0478275329830152","0.0121975329830153","1","0.0456072345011403",0.0356299999999999
"0.2","-0.0301715218321031","-0.0658015218321031","1","0.0456072345011403",0.0356299999999999
"0.2","0.0730785667681081","0.0374485667681081","1","0.0456072345011403",0.0356299999999999
"0.2","0.122211152966142","0.0865811529661424","1","0.0456072345011403",0.0356299999999999
"0.2","0.0937912057000482","0.0581612057000482","1","0.0456072345011403",0.0356299999999999
"0.2","0.0564789292157822","0.0208489292157823","1","0.0456072345011403",0.0356299999999999
"0.2","0.0698785043473904","0.0342485043473905","1","0.0456072345011403",0.0356299999999999
"0.2","0.0461742960438271","0.0105442960438271","1","0.0456072345011403",0.0356299999999999
"0.2","0.132953965302845","0.097323965302845","0","0.0456072345011403",0.0356299999999999
"0.2","0.0667912689675401","0.0311612689675401","1","0.0456072345011403",0.0356299999999999
"0.2","0.0561500728508425","0.0205200728508426","1","0.0456072345011403",0.0356299999999999
"0.2","0.0211017915416012","-0.0145282084583988","1","0.0456072345011403",0.0356299999999999
"0.2","0.0931156465954106","0.0574856465954107","1","0.0456072345011403",0.0356299999999999
"0.2","0.169981251812347","0.134351251812347","0","0.0456072345011403",0.0356299999999999
"0.2","0.0197811278496191","-0.0158488721503809","1","0.0456072345011403",0.0356299999999999
"0.2","0.0471950031384196","0.0115650031384197","1","0.0456072345011403",0.0356299999999999
"0.2","0.147187074962363","0.111557074962363","1","0.0456072345011403",0.0356299999999999
"0.2","0.107281504983407","0.0716515049834074","1","0.0456072345011403",0.0356299999999999
"0.2","0.000555586008720632","-0.0350744139912793","1","0.0456072345011403",0.0356299999999999
"0.2","0.0273723038897841","-0.00825769611021587","1","0.0456072345011403",0.0356299999999999
"0.2","0.113971120350839","0.0783411203508395","1","0.0456072345011403",0.0356299999999999
"0.2","0.10507706547128","0.0694470654712801","1","0.0456072345011403",0.0356299999999999
"0.2","0.0747726847619197","0.0391426847619197","1","0.0456072345011403",0.0356299999999999
"0.2","0.0740987305874368","0.0384687305874368","1","0.0456072345011403",0.0356299999999999
"0.2","0.0320335974938404","-0.00359640250615956","1","0.0456072345011403",0.0356299999999999
"0.2","0.0539467687589708","0.0183167687589708","1","0.0456072345011403",0.0356299999999999
"0.2","0.15354260502775","0.11791260502775","0","0.0456072345011403",0.0356299999999999
"0.2","0.0628257774123049","0.0271957774123049","1","0.0456072345011403",0.0356299999999999
"0.2","0.088843177497601","0.053213177497601","1","0.0456072345011403",0.0356299999999999
"0.2","0.0445374666447229","0.00890746664472297","1","0.0456072345011403",0.0356299999999999
"0.2","0.0916172697214641","0.0559872697214642","1","0.0456072345011403",0.0356299999999999
"0.2","0.120948640885","0.0853186408850001","1","0.0456072345011403",0.0356299999999999
"0.2","-0.00166388844986964","-0.0372938884498696","1","0.0456072345011403",0.0356299999999999
"0.2","0.139084730276608","0.103454730276608","1","0.0456072345011403",0.0356299999999999
"0.2","0.140900171691064","0.105270171691064","0","0.0456072345011403",0.0356299999999999
"0.2","0.0387252867849402","0.00309528678494031","1","0.0456072345011403",0.0356299999999999
"0.2","0.134885621560995","0.0992556215609953","1","0.0456072345011403",0.0356299999999999
"0.2","-0.0540134200800926","-0.0896434200800925","1","0.0456072345011403",0.0356299999999999
"0.2","0.123992293103357","0.0883622931033566","1","0.0456072345011403",0.0356299999999999
"0.2","0.099179863571932","0.063549863571932","1","0.0456072345011403",0.0356299999999999
"0.2","0.0474657221682715","0.0118357221682716","1","0.0456072345011403",0.0356299999999999
"0.2","0.139647703092966","0.104017703092966","0","0.0456072345011403",0.0356299999999999
"0.2","0.0817425159781773","0.0461125159781773","1","0.0456072345011403",0.0356299999999999
"0.2","0.10119638507725","0.06556638507725","1","0.0456072345011403",0.0356299999999999
"0.2","0.129491220870634","0.0938612208706343","1","0.0456072345011403",0.0356299999999999
"0.2","0.0783180599989984","0.0426880599989985","1","0.0456072345011403",0.0356299999999999
"0.2","0.134570652430944","0.098940652430944","0","0.0456072345011403",0.0356299999999999
"0.2","0.0579393112011339","0.022309311201134","1","0.0456072345011403",0.0356299999999999
"0.2","0.10496785773712","0.0693378577371203","1","0.0456072345011403",0.0356299999999999
"0.2","0.0624193441290991","0.0267893441290992","1","0.0456072345011403",0.0356299999999999
"0.2","0.0280521784158414","-0.00757782158415854","1","0.0456072345011403",0.0356299999999999
"0.2","0.102897225385034","0.0672672253850339","1","0.0456072345011403",0.0356299999999999
"0.2","-0.013209005249998","-0.048839005249998","1","0.0456072345011403",0.0356299999999999
"0.2","0.0158497650036601","-0.0197802349963399","1","0.0456072345011403",0.0356299999999999
"0.2","-0.0372361327776122","-0.0728661327776121","1","0.0456072345011403",0.0356299999999999
"0.2","0.047756529664869","0.012126529664869","1","0.0456072345011403",0.0356299999999999
"0.2","0.184424143652188","0.148794143652188","0","0.0456072345011403",0.0356299999999999
"0.2","0.0698920708685904","0.0342620708685905","1","0.0456072345011403",0.0356299999999999
"0.2","0.0623909948745812","0.0267609948745813","1","0.0456072345011403",0.0356299999999999
"0.2","0.115455033717316","0.0798250337173165","1","0.0456072345011403",0.0356299999999999
"0.2","0.0341332603301814","-0.00149673966981856","1","0.0456072345011403",0.0356299999999999
"0.2","0.0480425387916197","0.0124125387916197","1","0.0456072345011403",0.0356299999999999
"0.2","-0.0113209056354726","-0.0469509056354726","1","0.0456072345011403",0.0356299999999999
"0.2","0.00777232506657588","-0.0278576749334241","1","0.0456072345011403",0.0356299999999999
"0.2","0.0136779437310519","-0.021952056268948","1","0.0456072345011403",0.0356299999999999
